# V, U, I, B, M_V
-4.555938032928886372e+01 -4.474787899571825278e+01 -4.571088222003740498e+01 -4.575252536381341883e+01 -9.007380329288864118e+00
-4.553854455911435650e+01 -4.475093885867231336e+01 -4.567959287497839682e+01 -4.574567768619566266e+01 -8.986544559114356900e+00
-4.556365139440957535e+01 -4.475484877298471531e+01 -4.571407300868848012e+01 -4.575831292725013100e+01 -9.011651394409575744e+00
-4.580502319133354661e+01 -4.485535923833641192e+01 -4.588397302879777584e+01 -4.594055630010495861e+01 -9.253023191333547004e+00
-4.620942387977749632e+01 -4.545241640772371738e+01 -4.612145650992601276e+01 -4.649183655419717809e+01 -9.657423879777496722e+00
-4.627947249588962819e+01 -4.556968198363817635e+01 -4.612349590158074619e+01 -4.660730808587167928e+01 -9.727472495889628590e+00
-4.624635040250009155e+01 -4.547894791605998677e+01 -4.616240170464016757e+01 -4.652327507755255454e+01 -9.694350402500091946e+00
-4.620884898385093464e+01 -4.534845014366514704e+01 -4.619640625980854054e+01 -4.642815111613965939e+01 -9.656848983850935042e+00
-4.620850918639532523e+01 -4.534830154595181284e+01 -4.619598063407472210e+01 -4.642792649811066497e+01 -9.656509186395325628e+00
-4.615528143789214255e+01 -4.520696093721279851e+01 -4.618965734484991259e+01 -4.631911417526055885e+01 -9.603281437892142947e+00
-4.609532735296299677e+01 -4.505983700044047424e+01 -4.616336099067989807e+01 -4.620297220590448717e+01 -9.543327352962997168e+00
-4.593421174487740899e+01 -4.490545921814809560e+01 -4.603843004527184490e+01 -4.602806036612967944e+01 -9.382211744877409387e+00
-4.559482320091527185e+01 -4.475894589514155086e+01 -4.592351195177486289e+01 -4.576496747880356963e+01 -9.042823200915272253e+00
-4.459087697671719752e+01 -4.468143906889444850e+01 -4.384875964897457123e+01 -4.539563160740600267e+01 -8.038876976717197920e+00
-4.459522165982563280e+01 -4.468621521207879255e+01 -4.385291365124118101e+01 -4.540011534770522417e+01 -8.043221659825633196e+00
-4.459972787272903361e+01 -4.469117348522649991e+01 -4.385721198993471859e+01 -4.540476963387951059e+01 -8.047727872729034004e+00
-4.459972787272903361e+01 -4.469117348522649991e+01 -4.385721198993471859e+01 -4.540476963387951059e+01 -8.047727872729034004e+00
-4.460409597442590268e+01 -4.469597782624372684e+01 -4.386137937263255537e+01 -4.540928066598045376e+01 -8.052095974425903080e+00
-4.460831219862622987e+01 -4.470061329533805861e+01 -4.386540258617142030e+01 -4.541363428888161735e+01 -8.056312198626230270e+00
-4.460985872025513999e+01 -4.470213480907462156e+01 -4.386695690676979353e+01 -4.541520413930231825e+01 -8.057858720255140383e+00
-4.461430413359544644e+01 -4.470702043540018167e+01 -4.387119956035620305e+01 -4.541979372636608048e+01 -8.062304133595446842e+00
-4.461430413359544644e+01 -4.470702043540018167e+01 -4.387119956035620305e+01 -4.541979372636608048e+01 -8.062304133595446842e+00
-4.461841575559765261e+01 -4.471153745699604087e+01 -4.387512435122187071e+01 -4.542403815516472321e+01 -8.066415755597653003e+00
-4.463564180548122806e+01 -4.471782857011935164e+01 -4.389353738090312618e+01 -4.543775798928600551e+01 -8.083641805481228459e+00
-4.463717243126959033e+01 -4.471936298374558305e+01 -4.389505405144361561e+01 -4.543932754853539535e+01 -8.085172431269590732e+00
-4.464141666867401170e+01 -4.472407099258239782e+01 -4.389910177150299120e+01 -4.544372231682403651e+01 -8.089416668674012101e+00
-4.470582855843943548e+01 -4.475618168043531853e+01 -4.396608128753194222e+01 -4.550418598510137969e+01 -8.153828558439435881e+00
-4.470974432808464627e+01 -4.476043493994572486e+01 -4.396983763853584293e+01 -4.550822077838368784e+01 -8.157744328084646668e+00
-4.470974432808464627e+01 -4.476043493994572486e+01 -4.396983763853584293e+01 -4.550822077838368784e+01 -8.157744328084646668e+00
-4.471420748694753655e+01 -4.476514467975906797e+01 -4.397417717346055355e+01 -4.551276810886101742e+01 -8.162207486947536950e+00
-4.471921095987002559e+01 -4.477051104744008114e+01 -4.397901393054606700e+01 -4.551792088666380920e+01 -8.167210959870025988e+00
-4.471921095987002559e+01 -4.477051104744008114e+01 -4.397901393054606700e+01 -4.551792088666380920e+01 -8.167210959870025988e+00
-4.472291079044246231e+01 -4.477452629398051442e+01 -4.398256458754577380e+01 -4.552173195336213496e+01 -8.170910790442462712e+00
-4.472741742094590478e+01 -4.478263743594268931e+01 -4.398661492810614959e+01 -4.552924451809586515e+01 -8.175417420945905178e+00
-4.473101378644059167e+01 -4.478652637201275155e+01 -4.399006820714855337e+01 -4.553293841193873703e+01 -8.179013786440592071e+00
-4.473607516876537460e+01 -4.479192155112328777e+01 -4.399497084322153739e+01 -4.553813445567630680e+01 -8.184075168765374997e+00
-4.473607516876537460e+01 -4.479192155112328777e+01 -4.399497084322153739e+01 -4.553813445567630680e+01 -8.184075168765374997e+00
-4.473984485329044958e+01 -4.479591842864016371e+01 -4.399864915706430679e+01 -4.554196449790915580e+01 -8.187844853290449976e+00
-4.474323145940759616e+01 -4.479957769675880286e+01 -4.400190218592938862e+01 -4.554544201747312826e+01 -8.191231459407596560e+00
-4.481086915779235369e+01 -4.482833693344058190e+01 -4.407311977140106762e+01 -4.560797651577136236e+01 -8.258869157792354088e+00
-4.481433861308428135e+01 -4.483201043185598422e+01 -4.407647061434179392e+01 -4.561152336580832412e+01 -8.262338613084281747e+00
-4.481565333499987958e+01 -4.483340904394371051e+01 -4.407776827810633336e+01 -4.561287766629475726e+01 -8.263653334999879974e+00
-4.481892057001041252e+01 -4.483686753233935463e+01 -4.408092419790743577e+01 -4.561621743268338491e+01 -8.266920570010412916e+00
-4.482244029679322495e+01 -4.484059261210806824e+01 -4.408432436854758407e+01 -4.561981504683953403e+01 -8.270440296793225343e+00
-4.482618124656561065e+01 -4.484438005178594722e+01 -4.408796802465830922e+01 -4.562360145950492551e+01 -8.274181246565611048e+00
-4.482935071470106436e+01 -4.484773369237710483e+01 -4.409103042799449668e+01 -4.562684070828123595e+01 -8.277350714701064760e+00
-4.483368640080696821e+01 -4.485232643874492453e+01 -4.409524504757683872e+01 -4.563128075092524938e+01 -8.281686400806968607e+00
-4.483662752036015320e+01 -4.485543721817242613e+01 -4.409808740224970336e+01 -4.563428614923908100e+01 -8.284627520360153596e+00
-4.484126012925660376e+01 -4.489402767148828843e+01 -4.410724546188559714e+01 -4.564631354832675925e+01 -8.289260129256604159e+00
-4.484419512071453795e+01 -4.489716624670982270e+01 -4.411008870257640524e+01 -4.564932071267633518e+01 -8.292195120714538348e+00
-4.482006646272962769e+01 -4.487683196734387536e+01 -4.410220467892276730e+01 -4.563168090378516695e+01 -8.268066462729628086e+00
-4.482431073330673144e+01 -4.488132793454696667e+01 -4.410633596121601840e+01 -4.563602979149061412e+01 -8.272310733306731834e+00
