# V, U, I, B, M_V
-5.049698830636860691e+01 -5.156046610501110194e+01 -5.018822726355936226e+01 -5.120178923097552115e+01 -1.394498830636860731e+01
-5.061749382672825703e+01 -5.168089917838135250e+01 -5.030164353711892034e+01 -5.132763266241717304e+01 -1.406549382672825743e+01
-5.078911434742898479e+01 -5.184545684931646292e+01 -5.042488480064540823e+01 -5.153128514284632899e+01 -1.423711434742898518e+01
-5.170093724212261321e+01 -5.246577293899367334e+01 -5.100472360503087543e+01 -5.256760145113302940e+01 -1.514893724212261361e+01
-5.072997919472897621e+01 -5.140901707624601613e+01 -5.002318178892814160e+01 -5.159129258156929154e+01 -1.417797919472897661e+01
-5.050492956709866377e+01 -5.087191767685396115e+01 -4.981397101526488314e+01 -5.133005101855323460e+01 -1.395292956709866417e+01
-5.020673577057213777e+01 -5.029847539366498665e+01 -4.967747670318017583e+01 -5.092487056809822832e+01 -1.365473577057213816e+01
-4.911802402637664500e+01 -4.943323020337612661e+01 -4.867994724216104885e+01 -4.985920429324998082e+01 -1.256602402637664539e+01
-4.914633095387927142e+01 -4.927249332471702559e+01 -4.887339724249819994e+01 -4.980269096541768192e+01 -1.259433095387927182e+01
-4.845381486369592494e+01 -4.874372187964521430e+01 -4.808554680386841795e+01 -4.918866136322967719e+01 -1.190181486369592534e+01
-4.846187488798996412e+01 -4.864768667140636182e+01 -4.812015625051260059e+01 -4.916756585050228523e+01 -1.190987488798996452e+01
-4.841032008776671347e+01 -4.850378188027575987e+01 -4.814071172068657489e+01 -4.908538932810762390e+01 -1.185832008776671387e+01
-4.813709647995822394e+01 -4.810121204505192338e+01 -4.802675950484744760e+01 -4.876586501022914177e+01 -1.158509647995822434e+01
-4.793608356360402922e+01 -4.786219124602663300e+01 -4.766379590682186063e+01 -4.861108141360605828e+01 -1.138408356360402962e+01
-4.792532382984541073e+01 -4.755839524666030371e+01 -4.780590312739395387e+01 -4.840428449710703518e+01 -1.137332382984541113e+01
-4.764758861323259964e+01 -4.704149944392034399e+01 -4.788074715196219699e+01 -4.779108517340538498e+01 -1.109558861323260004e+01
-4.716984303442540494e+01 -4.662988442143110035e+01 -4.767559625282014935e+01 -4.723404954516175991e+01 -1.061784303442540534e+01
-4.675735969325469199e+01 -4.659746157522065602e+01 -4.721021682174212231e+01 -4.708395260838440066e+01 -1.020535969325469239e+01
-4.648185840428210724e+01 -4.647517241287922474e+01 -4.681550791724142613e+01 -4.687828243959232566e+01 -9.929858404282107642e+00
-4.650327126456076599e+01 -4.646934341935907753e+01 -4.690046996342678653e+01 -4.689374331284311381e+01 -9.951271264560766383e+00
-4.647740742268816660e+01 -4.637678491276405168e+01 -4.687181768732032339e+01 -4.683197974987280077e+01 -9.925407422688167003e+00
-4.642982585021976405e+01 -4.632578382041779008e+01 -4.680650932982174339e+01 -4.677952890291123111e+01 -9.877825850219764448e+00
-4.642836579022795007e+01 -4.625995591882310976e+01 -4.680018375872268166e+01 -4.675586289312079202e+01 -9.876365790227950470e+00
-4.635539919458820179e+01 -4.617238703656389021e+01 -4.674275792579673805e+01 -4.666596424011123645e+01 -9.803399194588202192e+00
-4.636196571306203396e+01 -4.606594579640631792e+01 -4.684700601830942901e+01 -4.660370548426215009e+01 -9.809965713062034354e+00
-4.627887733516702440e+01 -4.599009801920551865e+01 -4.677885433441272056e+01 -4.652490634040965034e+01 -9.726877335167024796e+00
-4.625472925305746941e+01 -4.589397881409817614e+01 -4.673563411540083479e+01 -4.648506816738181158e+01 -9.702729253057469805e+00
-4.609654445439433346e+01 -4.583208748931107124e+01 -4.656184299643746982e+01 -4.637283144417213521e+01 -9.544544454394333854e+00
-4.602511323802231402e+01 -4.577548006309869066e+01 -4.651925927962980722e+01 -4.631371750916283503e+01 -9.473113238022314420e+00
-4.589300795757041129e+01 -4.573273551695191230e+01 -4.627682156947803094e+01 -4.625088944976955219e+01 -9.341007957570411691e+00
-4.574375069833387641e+01 -4.569584036587248477e+01 -4.597751256832068378e+01 -4.618666306552998435e+01 -9.191750698333876812e+00
-4.579673329928601788e+01 -4.572486937103520432e+01 -4.598441045574021757e+01 -4.625673269900971718e+01 -9.244733299286018280e+00
-4.579654740151283221e+01 -4.566453656044879494e+01 -4.611053478460402033e+01 -4.618745970324344796e+01 -9.244547401512832607e+00
-4.574834851691855420e+01 -4.560671952247378158e+01 -4.595994045101720360e+01 -4.614246220481449257e+01 -9.196348516918554594e+00
-4.576924693598367355e+01 -4.555691686091212489e+01 -4.604184872070334933e+01 -4.611902930485987895e+01 -9.217246935983673950e+00
-4.582980852648453407e+01 -4.553338629870317078e+01 -4.615271397965998545e+01 -4.613713653003329540e+01 -9.277808526484534468e+00
-4.579714181175079091e+01 -4.554625588502261735e+01 -4.597414862370448674e+01 -4.616907371075423328e+01 -9.245141811750791305e+00
-4.579754781468021463e+01 -4.549673371874359162e+01 -4.601549549535996420e+01 -4.612040685397802520e+01 -9.245547814680215026e+00
-4.580583666576621482e+01 -4.545333325305803385e+01 -4.612107670457422159e+01 -4.610039582146746540e+01 -9.253836665766215219e+00
-4.579520086873991147e+01 -4.543702710298069292e+01 -4.599431169117966078e+01 -4.610689821493947704e+01 -9.243200868739911868e+00
-4.579682890660560446e+01 -4.536006238253656875e+01 -4.604743898904946064e+01 -4.605763282583508555e+01 -9.244828906605604857e+00
-4.584118027754553282e+01 -4.538762221162485133e+01 -4.610247683988103518e+01 -4.612452715775926038e+01 -9.289180277545533215e+00
-4.593916941289678846e+01 -4.560230073872106971e+01 -4.602795586009612805e+01 -4.632291431324220099e+01 -9.387169412896788856e+00
-4.598712328600442589e+01 -4.503472665563017330e+01 -4.638124173243517845e+01 -4.601287226284755150e+01 -9.435123286004426291e+00
-4.591276133993436304e+01 -4.505844359335756621e+01 -4.629841077200118349e+01 -4.600767503032778905e+01 -9.360761339934363434e+00
-4.580919064582138844e+01 -4.509708732340725845e+01 -4.606150414739727239e+01 -4.600247982473554487e+01 -9.257190645821388841e+00
-4.575082412869407733e+01 -4.508135372844024147e+01 -4.596457424487109478e+01 -4.597824949966367569e+01 -9.198824128694077729e+00
-4.617320704712557955e+01 -4.564799069704613288e+01 -4.597732780636334837e+01 -4.664302823516091223e+01 -9.621207047125579948e+00
-4.598896051344780034e+01 -4.551410159271753031e+01 -4.577636427353844795e+01 -4.642757319122858917e+01 -9.436960513447800736e+00
-4.429082289950738272e+01 -4.474991277860059569e+01 -4.344591019330677995e+01 -4.517330674170888472e+01 -7.738822899507383113e+00
-4.429996694447885375e+01 -4.475996098527439671e+01 -4.345479578323099190e+01 -4.518269222690629761e+01 -7.747966944478854145e+00
-4.431081397851194481e+01 -4.477150643711635780e+01 -4.346541299739611475e+01 -4.519373558128578594e+01 -7.758813978511945209e+00
-4.431970726578217068e+01 -4.478126505008783909e+01 -4.347405871567011104e+01 -4.520286009031992336e+01 -7.767707265782171078e+00
-4.439258130704381244e+01 -4.483727004502001279e+01 -4.355037111319302312e+01 -4.527288191032838682e+01 -7.840581307043812842e+00
-4.440227306034870480e+01 -4.484747658541488136e+01 -4.355990041585168626e+01 -4.528272125698138240e+01 -7.850273060348705201e+00
-4.441481857696189905e+01 -4.486077121091873465e+01 -4.357220267562902905e+01 -4.529548147512984002e+01 -7.862818576961899453e+00
-4.442687586558179902e+01 -4.487372987892275233e+01 -4.358400696591261436e+01 -4.530778542590931579e+01 -7.874875865581799417e+00
-4.443915971602039860e+01 -4.488397733603936501e+01 -4.359673239188499139e+01 -4.531960917593673344e+01 -7.887159716020399003e+00
-4.445234905772955614e+01 -4.489796794444818318e+01 -4.360966516238864443e+01 -4.533302634861971114e+01 -7.900349057729556534e+00
