# V, U, I, B, M_V
-5.117529130194750309e+01 -5.224056061503560500e+01 -5.087669941953038943e+01 -5.187400021174195786e+01 -1.462329130194750348e+01
-5.131431947649615921e+01 -5.237959445596474239e+01 -5.101440639314701286e+01 -5.201406204047345483e+01 -1.476231947649615961e+01
-5.148315062277453080e+01 -5.254672211047764563e+01 -5.117785455071151546e+01 -5.218606456180517483e+01 -1.493115062277453120e+01
-5.239916316872950830e+01 -5.310039843046993724e+01 -5.180053019652148549e+01 -5.320879911862185452e+01 -1.584716316872950870e+01
-5.162646418090702838e+01 -5.228455147790036506e+01 -5.091761289368437815e+01 -5.248659483396663461e+01 -1.507446418090702878e+01
-5.123003196177567276e+01 -5.147885560691646845e+01 -5.059847628411713316e+01 -5.200013974715561460e+01 -1.467803196177567315e+01
-5.035609440046864904e+01 -5.077607256237314459e+01 -4.984048662413316322e+01 -5.110829601711073877e+01 -1.380409440046864944e+01
-4.967672206630388843e+01 -5.028339503562430934e+01 -4.891958143788524183e+01 -5.054732116440406742e+01 -1.312472206630388882e+01
-4.929377769795787856e+01 -4.991315560211982927e+01 -4.848498901607004541e+01 -5.018266291279314117e+01 -1.274177769795787896e+01
-4.872396882899366233e+01 -4.937133463815258239e+01 -4.789966754225539347e+01 -4.962595738202949036e+01 -1.217196882899366273e+01
-4.869831017769882209e+01 -4.927640162048489003e+01 -4.788654847524700386e+01 -4.958602618629476666e+01 -1.214631017769882249e+01
-4.867267617596575491e+01 -4.917337329970152382e+01 -4.789027648985340591e+01 -4.954011649859250355e+01 -1.212067617596575531e+01
-4.846844089557917812e+01 -4.884352346282231139e+01 -4.794758387271155442e+01 -4.925849195604970987e+01 -1.191644089557917852e+01
-4.807633821006754005e+01 -4.856280035199600320e+01 -4.743684601173257676e+01 -4.892761865195845417e+01 -1.152433821006754044e+01
-4.807634946683090504e+01 -4.853301317744057997e+01 -4.728415870639607732e+01 -4.894718626720687382e+01 -1.152434946683090544e+01
-4.805911271599686785e+01 -4.846771819869373132e+01 -4.737676961552112687e+01 -4.888618674108055018e+01 -1.150711271599686825e+01
-4.791138901672184858e+01 -4.830004258748488866e+01 -4.727799093468244962e+01 -4.874559342281278873e+01 -1.135938901672184898e+01
-4.764315869625618660e+01 -4.797983979671953136e+01 -4.712947792666888347e+01 -4.844633111405752146e+01 -1.109115869625618700e+01
-4.745099025205654897e+01 -4.784097449712228922e+01 -4.685336890589319836e+01 -4.827104468378350788e+01 -1.089899025205654937e+01
-4.744607667969960119e+01 -4.780500220663250133e+01 -4.684533875747047205e+01 -4.825946506461168894e+01 -1.089407667969960158e+01
-4.750793672905114562e+01 -4.779567729428035250e+01 -4.699330615947236112e+01 -4.830537938229555550e+01 -1.095593672905114602e+01
-4.749652711815986095e+01 -4.773650967106330256e+01 -4.698821800764059020e+01 -4.828242631998047329e+01 -1.094452711815986135e+01
-4.748674879534259219e+01 -4.765834034059001567e+01 -4.700355796735689751e+01 -4.823626802445242845e+01 -1.093474879534259259e+01
-4.746882239904178391e+01 -4.763123712838758195e+01 -4.703087876421562896e+01 -4.819200194213600241e+01 -1.091682239904178431e+01
-4.739035689357916681e+01 -4.753711066764147120e+01 -4.705510915950035411e+01 -4.806501701184602382e+01 -1.083835689357916721e+01
-4.735101672265422934e+01 -4.743194682013228203e+01 -4.710161815405427177e+01 -4.797663343296875382e+01 -1.079901672265422974e+01
-4.723982756404247141e+01 -4.736536853779637113e+01 -4.700853060510269188e+01 -4.789582073954729680e+01 -1.068782756404247181e+01
-4.706233217159435611e+01 -4.725582939134213234e+01 -4.680597346702491279e+01 -4.774982659659652029e+01 -1.051033217159435651e+01
-4.693004910249590012e+01 -4.709423394400224083e+01 -4.670799674733815721e+01 -4.759946447567135408e+01 -1.037804910249590051e+01
-4.660225281930539865e+01 -4.686634241220910724e+01 -4.618845748304224230e+01 -4.733384077263281142e+01 -1.005025281930539904e+01
-4.669773681801790133e+01 -4.691475216003669857e+01 -4.624879458551627920e+01 -4.742937097387766698e+01 -1.014573681801790173e+01
-4.664461626700874319e+01 -4.685503305807878860e+01 -4.619015810968885916e+01 -4.737649363867927121e+01 -1.009261626700874359e+01
-4.675156553158921469e+01 -4.689596320702867871e+01 -4.627340627566506726e+01 -4.747834113994399985e+01 -1.019956553158921508e+01
-4.669158632656796470e+01 -4.685348528221339137e+01 -4.621846830632463110e+01 -4.740981945135614239e+01 -1.013958632656796510e+01
-4.676611411258880935e+01 -4.684479098844654033e+01 -4.634031059860367918e+01 -4.744598637999254009e+01 -1.021411411258880975e+01
-4.669054932430636740e+01 -4.680248329316387412e+01 -4.624052632467095236e+01 -4.739175712585398514e+01 -1.013854932430636779e+01
-4.670002466263020580e+01 -4.675005736981710669e+01 -4.635592502795320513e+01 -4.734566140681093316e+01 -1.014802466263020619e+01
-4.667069964720706565e+01 -4.677547736369102438e+01 -4.625060712645122152e+01 -4.736139444731541914e+01 -1.011869964720706605e+01
-4.669676161257950042e+01 -4.672002935372698573e+01 -4.640501252969177415e+01 -4.733332126045705479e+01 -1.014476161257950082e+01
-4.666360200863831409e+01 -4.672867948687091655e+01 -4.625245589525149370e+01 -4.735092935651327650e+01 -1.011160200863831449e+01
-4.667192467703274161e+01 -4.665789228431617630e+01 -4.637106850507896638e+01 -4.730676076652066087e+01 -1.011992467703274201e+01
-4.693580846714658605e+01 -4.656636801223085342e+01 -4.688468271724492809e+01 -4.736519250756164467e+01 -1.038380846714658645e+01
-4.683902349323634695e+01 -4.649250907010098643e+01 -4.682901414569663956e+01 -4.726269136854023145e+01 -1.028702349323634735e+01
