# V, U, I, B, M_V
-5.054196520698552320e+01 -5.159796370748648542e+01 -5.023899745951021600e+01 -5.123896102901667859e+01 -1.398996520698552359e+01
-5.062818031816473763e+01 -5.167931327653630547e+01 -5.027880238819910375e+01 -5.135800741989028495e+01 -1.407618031816473803e+01
-5.079066966487041412e+01 -5.182386990819604478e+01 -5.030585858580933234e+01 -5.159918318946331794e+01 -1.423866966487041452e+01
-5.136725364438390784e+01 -5.218086462843275086e+01 -5.069381190029037754e+01 -5.223572591317811487e+01 -1.481525364438390824e+01
-5.064131420183043986e+01 -5.115374848566807486e+01 -5.003675077872369314e+01 -5.141454433512257793e+01 -1.408931420183044025e+01
-5.008932732327446047e+01 -5.038612626671579875e+01 -4.951486163487130909e+01 -5.081851002871817968e+01 -1.353732732327446087e+01
-4.947372405893303693e+01 -4.964263770136213338e+01 -4.918785749202331914e+01 -5.005112919783157821e+01 -1.292172405893303733e+01
-4.869990404684226348e+01 -4.902139182703428588e+01 -4.827714672792560435e+01 -4.937939951238919889e+01 -1.214790404684226388e+01
-4.888148772359877370e+01 -4.870880465693623051e+01 -4.856999831706212944e+01 -4.943775676786611939e+01 -1.232948772359877410e+01
-4.813244255973576458e+01 -4.821151118281716208e+01 -4.845744213337513884e+01 -4.867901743644723211e+01 -1.158044255973576497e+01
-4.794801991066619706e+01 -4.797113390892924656e+01 -4.836233942219335802e+01 -4.846831381773051106e+01 -1.139601991066619746e+01
-4.770151637436998726e+01 -4.767082037260834682e+01 -4.827931968339110824e+01 -4.822323064815478944e+01 -1.114951637436998766e+01
-4.724364330385895272e+01 -4.737163747836505223e+01 -4.780751576693354110e+01 -4.779397521714626862e+01 -1.069164330385895312e+01
-4.741137610434993377e+01 -4.724262265687671203e+01 -4.770943325936529078e+01 -4.776973799220083805e+01 -1.085937610434993417e+01
-4.737628630512921291e+01 -4.716627880228852376e+01 -4.758502849501057597e+01 -4.774785309267212341e+01 -1.082428630512921330e+01
-4.728573136554494027e+01 -4.713468125532071440e+01 -4.739648377223200271e+01 -4.784459722168225682e+01 -1.073373136554494067e+01
-4.711392787209753408e+01 -4.717872236088285831e+01 -4.709131667284000855e+01 -4.777806215830264591e+01 -1.056192787209753448e+01
-4.664492567585804039e+01 -4.700610644951969164e+01 -4.649163521195753646e+01 -4.742681858162698916e+01 -1.009292567585804079e+01
-4.652497955275480024e+01 -4.685046906249928611e+01 -4.629614531244798314e+01 -4.729870083788824076e+01 -9.972979552754800636e+00
-4.641645224630720179e+01 -4.677219494562726254e+01 -4.629036041784911504e+01 -4.717957737835205734e+01 -9.864452246307202188e+00
-4.640477478565220792e+01 -4.671513462603676459e+01 -4.634995324233567970e+01 -4.715195984402281226e+01 -9.852774785652208323e+00
-4.647810564456271720e+01 -4.670633556258892582e+01 -4.630921185362200987e+01 -4.720550058394769621e+01 -9.926105644562717600e+00
-4.644093882280137109e+01 -4.663448576505970067e+01 -4.645931406118846496e+01 -4.714490949784963192e+01 -9.888938822801371487e+00
-4.639514597696717146e+01 -4.656633327652943422e+01 -4.637821059981621374e+01 -4.707813617895948255e+01 -9.843145976967171862e+00
-4.635477235120791306e+01 -4.650750739953770818e+01 -4.630632901095743392e+01 -4.701932133009557191e+01 -9.802772351207913459e+00
-4.636015216018200391e+01 -4.645493794398198162e+01 -4.639515047778186130e+01 -4.702145345975820590e+01 -9.808152160182004309e+00
-4.629748083038636253e+01 -4.636336365181190899e+01 -4.634096203887392562e+01 -4.693971467916539808e+01 -9.745480830386362925e+00
-4.622840509436197465e+01 -4.629382673145676819e+01 -4.619234732093069340e+01 -4.687628136660058686e+01 -9.676405094361975046e+00
-4.623753567255201347e+01 -4.630639547073396045e+01 -4.611117805324429497e+01 -4.693135853144941194e+01 -9.685535672552013864e+00
-4.607293339936153131e+01 -4.622811088438454874e+01 -4.584944730412119895e+01 -4.680767774085612842e+01 -9.520933399361531713e+00
-4.583876289585433028e+01 -4.598965958396627229e+01 -4.583632495613073843e+01 -4.653438689445267329e+01 -9.286762895854330679e+00
-4.578880157654442939e+01 -4.595286196857372829e+01 -4.564008627010389318e+01 -4.650372881196827279e+01 -9.236801576544429793e+00
-4.583281997698190935e+01 -4.596471278022548290e+01 -4.574847000668528096e+01 -4.652404894127202084e+01 -9.280819976981909747e+00
-4.584033762092800401e+01 -4.596179725447204589e+01 -4.562775160558719278e+01 -4.656791723627459589e+01 -9.288337620928004412e+00
-4.583335925454758808e+01 -4.589278068803358224e+01 -4.565329774439915411e+01 -4.651513881415137064e+01 -9.281359254547588478e+00
-4.581889653469848156e+01 -4.588137064727268921e+01 -4.564150899366075720e+01 -4.650195706261285977e+01 -9.266896534698481958e+00
-4.576860523785386192e+01 -4.582587126287230461e+01 -4.565369033311291247e+01 -4.645216396511335688e+01 -9.216605237853862320e+00
-4.580515605396758616e+01 -4.578330095399216759e+01 -4.574399664170361746e+01 -4.644825560320128233e+01 -9.253156053967586558e+00
-4.585170377358884508e+01 -4.582903228956109842e+01 -4.570878031681552756e+01 -4.652551075906374933e+01 -9.299703773588845479e+00
-4.579356169186611680e+01 -4.576998931062497178e+01 -4.563821388198732620e+01 -4.645122420381728290e+01 -9.241561691866117201e+00
-4.577934669539595802e+01 -4.569414917574554380e+01 -4.565876826183901471e+01 -4.639738320274442884e+01 -9.227346695395958420e+00
-4.575728484404095298e+01 -4.568907460138890997e+01 -4.561063664905721282e+01 -4.641121570146883357e+01 -9.205284844040953374e+00
-4.574646706819243036e+01 -4.562832034487138344e+01 -4.566555997810902312e+01 -4.637330097275125951e+01 -9.194467068192430759e+00
-4.582240305354829246e+01 -4.530340595250444125e+01 -4.605430063680412900e+01 -4.622837752034503467e+01 -9.270403053548292860e+00
-4.582557372898282466e+01 -4.529832912849681748e+01 -4.607515397493776987e+01 -4.622601588241899861e+01 -9.273573728982825060e+00
-4.568196705541981828e+01 -4.527502933845279642e+01 -4.573805534719582511e+01 -4.616607211982361747e+01 -9.129967055419818678e+00
-4.565814916202727147e+01 -4.528943784583110244e+01 -4.557576229203272078e+01 -4.618556508858467424e+01 -9.106149162027271871e+00
-4.590392054478074613e+01 -4.540358825513679619e+01 -4.572135950611146882e+01 -4.635889330136915021e+01 -9.351920544780746525e+00
-4.598772816419207032e+01 -4.583557450927851562e+01 -4.541852833744201234e+01 -4.674099895624492262e+01 -9.435728164192070722e+00
-4.596391802276700389e+01 -4.571006501033331659e+01 -4.549297269045233350e+01 -4.667343964815161428e+01 -9.411918022767004288e+00
-4.528925919367041075e+01 -4.478285102695173947e+01 -4.548371642645400215e+01 -4.554372388356748047e+01 -8.737259193670411150e+00
-4.436264463303700012e+01 -4.472829007489909259e+01 -4.354741303379000072e+01 -4.522489862372160729e+01 -7.810644633037000517e+00
-4.436816341757155158e+01 -4.473434185450980749e+01 -4.355275853803342301e+01 -4.523056273951038975e+01 -7.816163417571551975e+00
-4.437591171048400440e+01 -4.474275828807336097e+01 -4.356028160207186772e+01 -4.523849990908022534e+01 -7.823911710484004800e+00
-4.445264516283626222e+01 -4.479902284217803299e+01 -4.364052535036753966e+01 -4.531169142739364020e+01 -7.900645162836262614e+00
-4.445801911524392125e+01 -4.480483890100056499e+01 -4.364575363110568418e+01 -4.531718732692353768e+01 -7.906019115243921647e+00
-4.446825330155603240e+01 -4.481571827589163348e+01 -4.365575258880166842e+01 -4.532761570113484595e+01 -7.916253301556032795e+00
-4.447673985873350233e+01 -4.482489277410432749e+01 -4.366401230743137774e+01 -4.533629203909070782e+01 -7.924739858733502729e+00
-4.448300379454160947e+01 -4.483254912625309885e+01 -4.367160635997151275e+01 -4.534319551562406048e+01 -7.931003794541609864e+00
-4.449281043894886523e+01 -4.484292185247474549e+01 -4.368118550338326145e+01 -4.535317387375366138e+01 -7.940810438948865624e+00
-4.454538080589490789e+01 -4.487976057141666075e+01 -4.373659340800487882e+01 -4.540306450429686436e+01 -7.993380805894908292e+00
-4.455333143441094279e+01 -4.488830322926223459e+01 -4.374433847921221030e+01 -4.541117581348871823e+01 -8.001331434410943189e+00
-4.456528777378922257e+01 -4.490104649557477501e+01 -4.375600778958166615e+01 -4.542335368483815472e+01 -8.013287773789222967e+00
-4.465304304271010949e+01 -4.497890072130593353e+01 -4.385079781155661749e+01 -4.551026489537869679e+01 -8.101043042710109887e+00
-4.466518121753536263e+01 -4.499167870693530347e+01 -4.386272196277354851e+01 -4.552259317539327554e+01 -8.113181217535363032e+00
-4.467354658076391161e+01 -4.500041861754081651e+01 -4.387095761496728130e+01 -4.553107487818681420e+01 -8.121546580763912004e+00
-4.468505591566048452e+01 -4.501264738391207487e+01 -4.388225382489320481e+01 -4.554278552798795943e+01 -8.133055915660484914e+00
-4.469873345875750204e+01 -4.502700997747999878e+01 -4.389571920429530394e+01 -4.555665940103823175e+01 -8.146733458757502433e+00
