# Ionizing photon rate for instantaneous burst ; Z=0.01
# Source: Starburst99 — Leitherer et al. (1999) ; ApJS ; 123 ; 3
# DOI: 10.1086/313233
# Website: https://www.stsci.edu/science/starburst99/
# Columns: time_yr ; log_nion [s^-1] ; log_nion_2 ; log_nion_3
time_yr,log_nion,log_nion_2,log_nion_3
10000.0,52.814,51.694,51.995
110000.0,52.818,51.698,51.997
210000.0,52.822,51.701,52.001
310000.0,52.83,51.707,52.007
410000.0,52.834,51.71,52.011
510000.0,52.84,51.714,52.017
610000.0,52.845,51.719,52.021
710000.0,52.851,51.724,52.025
810000.0,52.857,51.729,52.029
910000.0,52.863,51.734,52.036
1010000.0,52.868,51.739,52.041
1110000.0,52.871,51.74,52.045
1210000.0,52.869,51.739,52.05
1310000.0,52.867,51.74,52.054
1410000.0,52.876,51.747,52.061
1510000.0,52.878,51.749,52.034
1610000.0,52.885,51.755,52.037
1710000.0,52.885,51.755,52.043
1810000.0,52.875,51.752,52.05
1910000.0,52.89,51.763,52.053
2010000.0,52.904,51.773,52.058
2110000.0,52.898,51.769,52.062
2210000.0,52.88,51.757,52.069
2310000.0,52.89,51.765,52.075
2410000.0,52.896,51.772,52.079
2510000.0,52.895,51.773,52.092
2610000.0,52.877,51.763,52.064
2710000.0,52.846,51.74,52.067
2810000.0,52.835,51.739,52.075
2910000.0,52.822,51.737,52.082
3010000.0,52.798,51.726,52.086
3110000.0,52.771,51.712,52.092
3210000.0,52.764,51.703,52.087
3310000.0,52.788,51.698,52.093
3410000.0,52.794,51.705,52.1
3510000.0,52.768,51.695,52.078
3610000.0,52.726,51.677,52.083
3710000.0,52.678,51.65,52.065
3810000.0,52.636,51.63,52.072
3910000.0,52.601,51.608,52.078
4010000.0,52.554,51.582,52.084
4110000.0,52.483,51.534,52.089
4210000.0,52.464,51.524,52.095
4310000.0,52.449,51.518,52.102
4410000.0,52.426,51.504,52.107
4510000.0,52.412,51.498,52.114
4610000.0,52.381,51.478,52.12
4710000.0,52.364,51.467,52.128
4810000.0,52.329,51.443,52.129
4910000.0,52.296,51.417,52.131
5010000.0,52.256,51.384,52.111
5110000.0,52.202,51.34,52.044
5210000.0,52.193,51.337,52.056
5310000.0,52.178,51.329,52.067
5410000.0,52.166,51.322,52.078
5510000.0,52.15,51.313,52.09
5610000.0,52.133,51.302,52.103
5710000.0,52.115,51.29,52.091
5810000.0,52.106,51.285,52.111
5910000.0,52.084,51.269,52.104
6010000.0,52.055,51.247,52.088
6110000.0,52.039,51.236,52.077
6210000.0,52.002,51.206,52.047
6310000.0,51.951,51.161,51.998
6410000.0,51.927,51.141,51.981
6510000.0,51.91,51.129,51.971
6610000.0,51.895,51.119,51.956
6710000.0,51.88,51.11,51.941
6810000.0,51.866,51.1,51.927
6910000.0,51.847,51.086,51.907
7010000.0,51.831,51.074,51.892
7110000.0,51.812,51.06,51.872
7210000.0,51.79,51.043,51.851
7310000.0,51.761,51.018,51.822
7410000.0,51.73,50.992,51.791
7510000.0,51.683,50.95,51.744
7610000.0,51.667,50.937,51.727
7710000.0,51.647,50.921,51.708
7810000.0,51.632,50.91,51.693
7910000.0,51.612,50.894,51.673
8010000.0,51.59,50.876,51.651
8110000.0,51.565,50.855,51.626
8210000.0,51.533,50.826,51.594
8310000.0,51.48,50.777,51.541
8410000.0,51.466,50.767,51.527
8510000.0,51.452,50.756,51.513
8610000.0,51.439,50.746,51.5
8710000.0,51.42,50.73,51.48
8810000.0,51.403,50.716,51.464
8910000.0,51.385,50.701,51.446
9010000.0,51.362,50.682,51.422
9110000.0,51.335,50.659,51.396
9210000.0,51.295,50.62,51.355
9310000.0,51.262,50.591,51.323
9410000.0,51.24,50.573,51.301
9510000.0,51.224,50.561,51.285
9610000.0,51.204,50.544,51.265
9710000.0,51.185,50.528,51.246
9810000.0,51.167,50.514,51.228
9910000.0,51.151,50.5,51.212
10010000.0,51.127,50.48,51.188
10110000.0,51.1,50.456,51.161
10210000.0,51.063,50.423,51.124
10310000.0,51.019,50.38,51.08
10410000.0,50.974,50.339,51.035
10510000.0,50.957,50.327,51.018
10610000.0,50.955,50.325,51.016
10710000.0,50.934,50.308,50.995
10810000.0,50.917,50.293,50.978
10910000.0,50.9,50.279,50.96
11010000.0,50.875,50.258,50.935
11110000.0,50.868,50.253,50.929
11210000.0,50.844,50.233,50.905
11310000.0,50.82,50.211,50.881
11410000.0,50.805,50.198,50.866
11510000.0,50.755,50.152,50.816
11610000.0,50.706,50.107,50.767
11710000.0,50.673,50.077,50.734
11810000.0,50.659,50.066,50.72
11910000.0,50.648,50.057,50.709
12010000.0,50.636,50.047,50.696
12110000.0,50.625,50.039,50.686
12210000.0,50.603,50.02,50.664
12310000.0,50.589,50.009,50.65
12410000.0,50.578,50.0,50.639
12510000.0,50.573,49.996,50.634
12610000.0,50.55,49.975,50.61
12710000.0,50.535,49.964,50.596
12810000.0,50.506,49.938,50.567
12910000.0,50.478,49.912,50.539
13010000.0,50.461,49.896,50.522
13110000.0,50.397,49.838,50.458
13210000.0,50.369,49.812,50.43
13310000.0,50.355,49.801,50.415
13410000.0,50.351,49.799,50.412
13510000.0,50.342,49.793,50.403
13610000.0,50.329,49.781,50.39
13710000.0,50.32,49.774,50.381
13810000.0,50.315,49.77,50.375
13910000.0,50.295,49.753,50.356
14010000.0,50.286,49.746,50.347
14110000.0,50.271,49.733,50.332
14210000.0,50.267,49.73,50.328
14310000.0,50.257,49.721,50.318
14410000.0,50.246,49.712,50.307
14510000.0,50.23,49.699,50.291
14610000.0,50.207,49.678,50.268
14710000.0,50.185,49.658,50.246
14810000.0,50.162,49.637,50.223
14910000.0,50.127,49.604,50.187
15010000.0,50.101,49.581,50.162
15110000.0,50.092,49.573,50.153
15210000.0,50.074,49.559,50.135
15310000.0,50.074,49.559,50.135
15410000.0,50.058,49.546,50.119
15510000.0,50.058,49.547,50.119
15610000.0,50.047,49.537,50.108
15710000.0,50.045,49.536,50.106
15810000.0,50.035,49.528,50.095
15910000.0,50.022,49.518,50.082
16010000.0,50.009,49.507,50.07
16110000.0,50.009,49.507,50.07
16210000.0,49.996,49.495,50.056
16310000.0,49.979,49.481,50.04
16410000.0,49.964,49.469,50.025
16510000.0,49.961,49.466,50.021
16610000.0,49.949,49.456,50.01
16710000.0,49.934,49.443,49.995
16810000.0,49.909,49.421,49.97
16910000.0,49.898,49.41,49.959
17010000.0,49.869,49.384,49.93
17110000.0,49.839,49.357,49.9
17210000.0,49.821,49.34,49.882
17310000.0,49.815,49.335,49.875
17410000.0,49.81,49.332,49.871
17510000.0,49.808,49.33,49.868
17610000.0,49.797,49.322,49.858
17710000.0,49.795,49.32,49.855
17810000.0,49.79,49.317,49.851
17910000.0,49.784,49.311,49.845
18010000.0,49.775,49.304,49.836
18110000.0,49.763,49.295,49.824
18210000.0,49.756,49.289,49.817
18310000.0,49.75,49.284,49.81
18410000.0,49.738,49.273,49.799
18510000.0,49.728,49.265,49.789
18610000.0,49.728,49.266,49.789
18710000.0,49.722,49.261,49.783
18810000.0,49.697,49.238,49.758
18910000.0,49.693,49.235,49.754
19010000.0,49.69,49.233,49.751
19110000.0,49.679,49.224,49.739
19210000.0,49.662,49.208,49.722
19310000.0,49.659,49.207,49.72
19410000.0,49.632,49.182,49.693
19510000.0,49.615,49.166,49.676
19610000.0,49.595,49.148,49.655
19710000.0,49.562,49.118,49.623
19810000.0,49.552,49.109,49.612
19910000.0,49.559,49.116,49.62
20010000.0,49.544,49.102,49.605
20110000.0,49.534,49.095,49.595
20210000.0,49.541,49.101,49.602
20310000.0,49.53,49.092,49.59
20410000.0,49.527,49.09,49.588
20510000.0,49.521,49.085,49.582
20610000.0,49.521,49.086,49.582
20710000.0,49.514,49.081,49.575
20810000.0,49.515,49.082,49.576
20910000.0,49.503,49.07,49.564
21010000.0,49.502,49.07,49.563
21110000.0,49.489,49.059,49.549
21210000.0,49.496,49.066,49.557
21310000.0,49.478,49.051,49.539
21410000.0,49.475,49.049,49.536
21510000.0,49.466,49.04,49.526
21610000.0,49.453,49.029,49.514
21710000.0,49.453,49.029,49.513
21810000.0,49.448,49.025,49.508
21910000.0,49.435,49.015,49.496
22010000.0,49.436,49.016,49.497
22110000.0,49.417,48.999,49.478
22210000.0,49.412,48.995,49.473
22310000.0,49.393,48.978,49.454
22410000.0,49.383,48.97,49.444
22510000.0,49.374,48.962,49.435
22610000.0,49.352,48.942,49.413
22710000.0,49.335,48.926,49.396
22810000.0,49.302,48.895,49.362
22910000.0,49.306,48.899,49.367
23010000.0,49.294,48.889,49.355
23110000.0,49.289,48.885,49.35
23210000.0,49.284,48.88,49.345
23310000.0,49.278,48.876,49.339
23410000.0,49.282,48.879,49.342
23510000.0,49.269,48.869,49.33
23610000.0,49.269,48.869,49.329
23710000.0,49.269,48.869,49.33
23810000.0,49.263,48.864,49.324
23910000.0,49.258,48.86,49.319
24010000.0,49.249,48.853,49.31
24110000.0,49.254,48.858,49.315
24210000.0,49.253,48.857,49.313
24310000.0,49.239,48.845,49.3
24410000.0,49.236,48.842,49.297
24510000.0,49.234,48.841,49.295
24610000.0,49.228,48.836,49.288
24710000.0,49.23,48.839,49.291
24810000.0,49.218,48.828,49.279
24910000.0,49.216,48.827,49.277
25010000.0,49.207,48.819,49.268
25110000.0,49.211,48.823,49.272
25210000.0,49.19,48.804,49.251
25310000.0,49.184,48.799,49.245
25410000.0,49.184,48.8,49.245
25510000.0,49.174,48.792,49.235
25610000.0,49.171,48.789,49.232
25710000.0,49.16,48.78,49.221
25810000.0,49.16,48.78,49.221
25910000.0,49.155,48.775,49.215
26010000.0,49.134,48.757,49.195
26110000.0,49.123,48.747,49.183
26210000.0,49.119,48.744,49.18
26310000.0,49.099,48.725,49.16
26410000.0,49.091,48.718,49.152
26510000.0,49.081,48.709,49.142
26610000.0,49.052,48.683,49.113
26710000.0,49.028,48.661,49.089
26810000.0,49.037,48.668,49.097
26910000.0,49.025,48.659,49.086
27010000.0,49.022,48.656,49.083
27110000.0,49.02,48.655,49.08
27210000.0,49.018,48.654,49.079
27310000.0,49.011,48.649,49.072
27410000.0,49.015,48.651,49.076
27510000.0,49.006,48.644,49.067
27610000.0,48.998,48.637,49.059
27710000.0,48.995,48.635,49.056
27810000.0,49.0,48.639,49.06
27910000.0,48.988,48.63,49.049
28010000.0,48.988,48.63,49.049
28110000.0,48.989,48.631,49.05
28210000.0,48.981,48.624,49.042
28310000.0,48.968,48.612,49.029
28410000.0,48.973,48.617,49.034
28510000.0,48.97,48.615,49.031
28610000.0,48.966,48.611,49.026
28710000.0,48.955,48.603,49.016
28810000.0,48.957,48.605,49.018
28910000.0,48.958,48.606,49.019
29010000.0,48.949,48.598,49.01
29110000.0,48.947,48.596,49.007
29210000.0,48.949,48.598,49.009
29310000.0,48.932,48.582,48.992
29410000.0,48.929,48.58,48.99
29510000.0,48.926,48.578,48.987
29610000.0,48.932,48.583,48.993
29710000.0,48.915,48.568,48.976
29810000.0,48.915,48.569,48.976
29910000.0,48.915,48.569,48.975
30010000.0,48.904,48.559,48.965
30110000.0,48.904,48.56,48.965
30210000.0,48.887,48.545,48.948
30310000.0,48.892,48.548,48.952
30410000.0,48.876,48.536,48.937
30510000.0,48.876,48.536,48.937
30610000.0,48.865,48.526,48.926
30710000.0,48.864,48.526,48.925
30810000.0,48.843,48.508,48.904
30910000.0,48.847,48.509,48.907
31010000.0,48.832,48.496,48.892
31110000.0,48.823,48.489,48.884
31210000.0,48.811,48.478,48.872
31310000.0,48.789,48.458,48.85
31410000.0,48.776,48.446,48.837
31510000.0,48.758,48.429,48.819
31610000.0,48.768,48.438,48.829
31710000.0,48.756,48.428,48.817
31810000.0,48.755,48.428,48.816
31910000.0,48.754,48.427,48.815
32010000.0,48.753,48.426,48.814
32110000.0,48.752,48.425,48.813
32210000.0,48.738,48.414,48.799
32310000.0,48.738,48.414,48.799
32410000.0,48.739,48.415,48.799
32510000.0,48.746,48.421,48.807
32610000.0,48.727,48.405,48.788
32710000.0,48.732,48.41,48.793
32810000.0,48.731,48.409,48.792
32910000.0,48.73,48.409,48.791
33010000.0,48.728,48.407,48.789
33110000.0,48.717,48.398,48.778
33210000.0,48.717,48.399,48.778
33310000.0,48.716,48.398,48.777
33410000.0,48.716,48.398,48.777
33510000.0,48.706,48.39,48.767
33610000.0,48.706,48.39,48.767
33710000.0,48.708,48.392,48.769
33810000.0,48.708,48.392,48.768
33910000.0,48.708,48.392,48.769
34010000.0,48.697,48.383,48.758
34110000.0,48.695,48.382,48.756
34210000.0,48.688,48.375,48.749
34310000.0,48.688,48.374,48.749
34410000.0,48.675,48.363,48.736
34510000.0,48.678,48.366,48.739
34610000.0,48.678,48.366,48.739
34710000.0,48.678,48.367,48.739
34810000.0,48.667,48.357,48.728
34910000.0,48.664,48.355,48.725
35010000.0,48.663,48.354,48.724
35110000.0,48.664,48.356,48.725
35210000.0,48.65,48.343,48.711
35310000.0,48.652,48.346,48.713
35410000.0,48.652,48.346,48.713
35510000.0,48.643,48.337,48.704
35610000.0,48.634,48.329,48.695
35710000.0,48.629,48.324,48.69
35810000.0,48.63,48.325,48.69
35910000.0,48.628,48.324,48.689
36010000.0,48.615,48.313,48.676
36110000.0,48.617,48.315,48.678
36210000.0,48.615,48.313,48.676
36310000.0,48.604,48.303,48.664
36410000.0,48.592,48.294,48.653
36510000.0,48.605,48.304,48.666
36610000.0,48.581,48.282,48.642
36710000.0,48.562,48.267,48.623
36810000.0,48.565,48.269,48.626
36910000.0,48.553,48.258,48.613
37010000.0,48.544,48.249,48.605
37110000.0,48.543,48.249,48.604
37210000.0,48.518,48.225,48.579
37310000.0,48.505,48.215,48.566
37410000.0,48.498,48.207,48.559
37510000.0,48.489,48.199,48.55
37610000.0,48.495,48.205,48.556
37710000.0,48.49,48.2,48.55
37810000.0,48.478,48.19,48.539
37910000.0,48.48,48.192,48.541
38010000.0,48.477,48.19,48.538
38110000.0,48.479,48.191,48.54
38210000.0,48.476,48.189,48.537
38310000.0,48.482,48.195,48.543
38410000.0,48.459,48.175,48.519
38510000.0,48.467,48.182,48.528
38610000.0,48.465,48.18,48.526
38710000.0,48.464,48.18,48.525
38810000.0,48.469,48.185,48.53
38910000.0,48.471,48.186,48.531
39010000.0,48.457,48.174,48.517
39110000.0,48.453,48.172,48.514
39210000.0,48.446,48.166,48.506
39310000.0,48.45,48.169,48.51
39410000.0,48.448,48.168,48.509
39510000.0,48.433,48.155,48.494
39610000.0,48.436,48.158,48.497
39710000.0,48.439,48.16,48.499
39810000.0,48.438,48.16,48.499
39910000.0,48.438,48.16,48.499
40010000.0,48.437,48.159,48.498
40110000.0,48.423,48.147,48.484
40210000.0,48.422,48.146,48.482
40310000.0,48.424,48.149,48.485
40410000.0,48.424,48.15,48.485
40510000.0,48.425,48.15,48.486
40610000.0,48.426,48.151,48.486
40710000.0,48.424,48.15,48.484
40810000.0,48.416,48.143,48.477
40910000.0,48.414,48.141,48.474
41010000.0,48.413,48.141,48.474
41110000.0,48.407,48.136,48.468
41210000.0,48.41,48.139,48.471
41310000.0,48.396,48.126,48.457
41410000.0,48.397,48.127,48.458
41510000.0,48.397,48.127,48.458
41610000.0,48.385,48.115,48.446
41710000.0,48.391,48.121,48.452
41810000.0,48.387,48.118,48.448
41910000.0,48.373,48.106,48.434
42010000.0,48.375,48.107,48.436
42110000.0,48.372,48.105,48.432
42210000.0,48.374,48.107,48.435
42310000.0,48.373,48.107,48.434
42410000.0,48.371,48.105,48.432
42510000.0,48.372,48.105,48.432
42610000.0,48.357,48.092,48.417
42710000.0,48.356,48.092,48.417
42810000.0,48.352,48.088,48.413
42910000.0,48.355,48.091,48.416
43010000.0,48.357,48.093,48.417
43110000.0,48.344,48.081,48.405
43210000.0,48.33,48.068,48.391
43310000.0,48.329,48.068,48.39
43410000.0,48.325,48.063,48.386
43510000.0,48.325,48.064,48.386
43610000.0,48.309,48.049,48.37
43710000.0,48.31,48.05,48.371
43810000.0,48.31,48.05,48.37
43910000.0,48.309,48.049,48.369
44010000.0,48.309,48.05,48.37
44110000.0,48.293,48.035,48.353
44210000.0,48.291,48.034,48.352
44310000.0,48.282,48.026,48.343
44410000.0,48.268,48.013,48.329
44510000.0,48.253,47.998,48.314
44610000.0,48.25,47.996,48.311
44710000.0,48.238,47.985,48.299
44810000.0,48.235,47.982,48.296
44910000.0,48.22,47.968,48.281
45010000.0,48.212,47.96,48.273
45110000.0,48.198,47.948,48.259
45210000.0,48.197,47.947,48.258
45310000.0,48.197,47.948,48.258
45410000.0,48.196,47.948,48.257
45510000.0,48.199,47.95,48.26
45610000.0,48.197,47.948,48.257
45710000.0,48.198,47.95,48.259
45810000.0,48.196,47.948,48.257
45910000.0,48.195,47.948,48.256
46010000.0,48.182,47.937,48.243
46110000.0,48.179,47.934,48.24
46210000.0,48.177,47.932,48.238
46310000.0,48.179,47.934,48.24
46410000.0,48.178,47.933,48.239
46510000.0,48.185,47.94,48.246
46610000.0,48.186,47.941,48.247
46710000.0,48.186,47.94,48.247
46810000.0,48.163,47.921,48.223
46910000.0,48.169,47.926,48.23
47010000.0,48.168,47.926,48.229
47110000.0,48.17,47.928,48.231
47210000.0,48.17,47.928,48.231
47310000.0,48.169,47.928,48.23
47410000.0,48.169,47.928,48.23
47510000.0,48.163,47.923,48.224
47610000.0,48.167,47.926,48.228
47710000.0,48.154,47.915,48.214
47810000.0,48.158,47.918,48.219
47910000.0,48.151,47.912,48.212
48010000.0,48.148,47.91,48.209
48110000.0,48.152,47.913,48.212
48210000.0,48.157,47.918,48.218
48310000.0,48.149,47.911,48.209
48410000.0,48.152,47.914,48.212
48510000.0,48.136,47.9,48.197
48610000.0,48.136,47.9,48.197
48710000.0,48.136,47.901,48.197
48810000.0,48.139,47.903,48.2
48910000.0,48.134,47.899,48.195
49010000.0,48.139,47.904,48.2
49110000.0,48.141,47.906,48.202
49210000.0,48.14,47.905,48.201
49310000.0,48.137,47.902,48.198
49410000.0,48.125,47.892,48.186
49510000.0,48.124,47.891,48.185
49610000.0,48.124,47.892,48.185
49710000.0,48.125,47.892,48.186
49810000.0,48.125,47.893,48.186
49910000.0,48.125,47.892,48.186
50010000.0,48.124,47.892,48.185
50110000.0,48.124,47.892,48.185
50210000.0,48.122,47.891,48.183
50310000.0,48.108,47.878,48.169
50410000.0,48.108,47.878,48.168
50510000.0,48.11,47.88,48.171
50610000.0,48.1,47.87,48.161
50710000.0,48.098,47.868,48.159
50810000.0,48.096,47.867,48.157
50910000.0,48.1,47.871,48.161
51010000.0,48.086,47.857,48.146
51110000.0,48.083,47.855,48.143
51210000.0,48.082,47.854,48.142
51310000.0,48.085,47.857,48.145
51410000.0,48.086,47.858,48.146
51510000.0,48.084,47.856,48.144
51610000.0,48.085,47.858,48.146
51710000.0,48.085,47.858,48.146
51810000.0,48.084,47.857,48.144
51910000.0,48.066,47.842,48.127
52010000.0,48.066,47.841,48.127
52110000.0,48.066,47.842,48.127
52210000.0,48.066,47.841,48.127
52310000.0,48.067,47.843,48.128
52410000.0,48.065,47.841,48.126
52510000.0,48.065,47.841,48.126
52610000.0,48.047,47.824,48.108
52710000.0,48.039,47.816,48.099
52810000.0,48.037,47.815,48.098
52910000.0,48.037,47.815,48.098
53010000.0,48.039,47.817,48.1
53110000.0,48.037,47.815,48.098
53210000.0,48.037,47.815,48.097
53310000.0,48.021,47.801,48.082
53410000.0,48.02,47.8,48.081
53510000.0,48.017,47.797,48.078
53610000.0,48.017,47.798,48.078
53710000.0,48.019,47.8,48.08
53810000.0,48.0,47.781,48.06
53910000.0,47.998,47.78,48.059
54010000.0,47.998,47.78,48.058
54110000.0,47.988,47.772,48.048
54210000.0,47.973,47.757,48.034
54310000.0,47.973,47.758,48.034
54410000.0,47.974,47.758,48.035
54510000.0,47.949,47.733,48.009
54610000.0,47.917,47.705,47.978
54710000.0,47.917,47.705,47.977
54810000.0,47.927,47.714,47.988
54910000.0,47.926,47.713,47.986
55010000.0,47.907,47.697,47.968
55110000.0,47.911,47.701,47.972
55210000.0,47.91,47.7,47.97
55310000.0,47.911,47.701,47.972
55410000.0,47.91,47.7,47.971
55510000.0,47.91,47.7,47.971
55610000.0,47.909,47.699,47.969
55710000.0,47.908,47.698,47.968
55810000.0,47.908,47.698,47.968
55910000.0,47.908,47.699,47.969
56010000.0,47.907,47.698,47.968
56110000.0,47.89,47.684,47.951
56210000.0,47.89,47.684,47.95
56310000.0,47.89,47.684,47.95
56410000.0,47.889,47.683,47.95
56510000.0,47.888,47.682,47.949
56610000.0,47.897,47.69,47.958
56710000.0,47.896,47.689,47.957
56810000.0,47.89,47.684,47.951
56910000.0,47.895,47.689,47.956
57010000.0,47.896,47.689,47.956
57110000.0,47.895,47.689,47.956
57210000.0,47.878,47.675,47.939
57310000.0,47.871,47.667,47.932
57410000.0,47.87,47.666,47.931
57510000.0,47.87,47.666,47.93
57610000.0,47.869,47.666,47.93
57710000.0,47.869,47.666,47.93
57810000.0,47.871,47.668,47.932
57910000.0,47.87,47.667,47.931
58010000.0,47.87,47.667,47.931
58110000.0,47.877,47.673,47.938
58210000.0,47.876,47.672,47.937
58310000.0,47.849,47.649,47.91
58410000.0,47.858,47.657,47.919
58510000.0,47.85,47.649,47.91
58610000.0,47.849,47.649,47.91
58710000.0,47.851,47.65,47.911
58810000.0,47.849,47.649,47.91
58910000.0,47.85,47.65,47.911
59010000.0,47.854,47.653,47.915
59110000.0,47.849,47.65,47.91
59210000.0,47.85,47.65,47.91
59310000.0,47.85,47.65,47.911
59410000.0,47.851,47.651,47.911
59510000.0,47.834,47.637,47.895
59610000.0,47.835,47.638,47.896
59710000.0,47.836,47.639,47.897
59810000.0,47.832,47.635,47.892
59910000.0,47.834,47.637,47.894
60010000.0,47.837,47.64,47.897
60110000.0,47.836,47.639,47.896
60210000.0,47.834,47.638,47.895
60310000.0,47.831,47.636,47.892
60410000.0,47.834,47.638,47.895
60510000.0,47.833,47.637,47.894
60610000.0,47.831,47.636,47.892
60710000.0,47.836,47.64,47.897
60810000.0,47.818,47.623,47.879
60910000.0,47.813,47.619,47.873
61010000.0,47.816,47.622,47.877
61110000.0,47.817,47.624,47.878
61210000.0,47.818,47.624,47.878
61310000.0,47.817,47.623,47.878
61410000.0,47.817,47.623,47.878
61510000.0,47.816,47.622,47.876
61610000.0,47.817,47.624,47.878
61710000.0,47.817,47.624,47.878
61810000.0,47.797,47.606,47.858
61910000.0,47.795,47.605,47.856
62010000.0,47.797,47.606,47.858
62110000.0,47.802,47.613,47.863
62210000.0,47.803,47.613,47.864
62310000.0,47.803,47.614,47.864
62410000.0,47.801,47.612,47.862
62510000.0,47.804,47.614,47.864
62610000.0,47.801,47.612,47.862
62710000.0,47.805,47.615,47.866
62810000.0,47.802,47.613,47.863
62910000.0,47.778,47.59,47.838
63010000.0,47.782,47.594,47.843
63110000.0,47.782,47.595,47.843
63210000.0,47.782,47.594,47.843
63310000.0,47.782,47.594,47.843
63410000.0,47.783,47.596,47.844
63510000.0,47.783,47.596,47.844
63610000.0,47.781,47.595,47.842
63710000.0,47.779,47.593,47.84
63810000.0,47.782,47.596,47.843
63910000.0,47.781,47.595,47.842
64010000.0,47.762,47.578,47.823
64110000.0,47.764,47.579,47.824
64210000.0,47.76,47.576,47.821
64310000.0,47.761,47.577,47.822
64410000.0,47.748,47.564,47.808
64510000.0,47.747,47.563,47.808
64610000.0,47.748,47.564,47.809
64710000.0,47.749,47.565,47.81
64810000.0,47.748,47.564,47.809
64910000.0,47.727,47.545,47.787
65010000.0,47.728,47.546,47.789
65110000.0,47.725,47.544,47.786
65210000.0,47.728,47.547,47.789
65310000.0,47.726,47.545,47.787
65410000.0,47.726,47.545,47.787
65510000.0,47.724,47.543,47.785
65610000.0,47.727,47.546,47.787
65710000.0,47.705,47.525,47.765
65810000.0,47.704,47.525,47.764
65910000.0,47.703,47.524,47.764
66010000.0,47.704,47.525,47.765
66110000.0,47.703,47.524,47.763
66210000.0,47.701,47.522,47.762
66310000.0,47.703,47.524,47.764
66410000.0,47.703,47.524,47.763
66510000.0,47.681,47.504,47.742
66610000.0,47.679,47.502,47.74
66710000.0,47.68,47.504,47.741
66810000.0,47.659,47.483,47.72
66910000.0,47.64,47.465,47.701
67010000.0,47.604,47.432,47.665
67110000.0,47.602,47.43,47.662
67210000.0,47.604,47.432,47.665
67310000.0,47.604,47.432,47.665
67410000.0,47.612,47.439,47.672
67510000.0,47.611,47.438,47.672
67610000.0,47.603,47.432,47.664
67710000.0,47.608,47.435,47.669
67810000.0,47.609,47.437,47.67
67910000.0,47.608,47.436,47.669
68010000.0,47.593,47.423,47.653
68110000.0,47.592,47.422,47.652
68210000.0,47.591,47.421,47.652
68310000.0,47.593,47.423,47.653
68410000.0,47.594,47.425,47.655
68510000.0,47.59,47.421,47.651
68610000.0,47.589,47.42,47.65
68710000.0,47.59,47.421,47.651
68810000.0,47.589,47.42,47.65
68910000.0,47.59,47.421,47.651
69010000.0,47.589,47.42,47.65
69110000.0,47.59,47.422,47.651
69210000.0,47.582,47.413,47.643
69310000.0,47.582,47.413,47.643
69410000.0,47.563,47.396,47.623
69510000.0,47.562,47.396,47.623
69610000.0,47.563,47.397,47.624
69710000.0,47.572,47.406,47.632
69810000.0,47.58,47.413,47.64
69910000.0,47.577,47.411,47.638
70010000.0,47.578,47.412,47.639
70110000.0,47.572,47.405,47.633
70210000.0,47.57,47.403,47.631
70310000.0,47.563,47.397,47.624
70410000.0,47.57,47.403,47.631
70510000.0,47.569,47.403,47.63
70610000.0,47.569,47.403,47.63
70710000.0,47.55,47.386,47.611
70810000.0,47.559,47.396,47.62
70910000.0,47.559,47.396,47.62
71010000.0,47.559,47.396,47.62
71110000.0,47.55,47.387,47.611
71210000.0,47.549,47.386,47.61
71310000.0,47.557,47.395,47.618
71410000.0,47.55,47.389,47.611
71510000.0,47.556,47.394,47.617
71610000.0,47.55,47.39,47.611
71710000.0,47.554,47.392,47.615
71810000.0,47.554,47.392,47.614
71910000.0,47.553,47.392,47.614
72010000.0,47.555,47.394,47.616
72110000.0,47.555,47.394,47.616
72210000.0,47.554,47.393,47.615
72310000.0,47.552,47.392,47.613
72410000.0,47.551,47.39,47.612
72510000.0,47.531,47.373,47.592
72610000.0,47.53,47.372,47.591
72710000.0,47.54,47.381,47.601
72810000.0,47.531,47.373,47.592
72910000.0,47.53,47.373,47.591
73010000.0,47.539,47.38,47.6
73110000.0,47.531,47.373,47.592
73210000.0,47.534,47.376,47.594
73310000.0,47.533,47.376,47.594
73410000.0,47.534,47.376,47.594
73510000.0,47.535,47.377,47.595
73610000.0,47.535,47.378,47.596
73710000.0,47.535,47.378,47.596
73810000.0,47.516,47.36,47.577
73910000.0,47.515,47.359,47.575
74010000.0,47.512,47.357,47.573
74110000.0,47.512,47.357,47.573
74210000.0,47.515,47.36,47.576
74310000.0,47.512,47.357,47.573
74410000.0,47.512,47.358,47.573
74510000.0,47.508,47.354,47.569
74610000.0,47.512,47.357,47.573
74710000.0,47.515,47.36,47.576
74810000.0,47.514,47.359,47.575
74910000.0,47.513,47.358,47.574
75010000.0,47.515,47.36,47.576
75110000.0,47.514,47.359,47.575
75210000.0,47.493,47.341,47.554
75310000.0,47.493,47.34,47.553
75410000.0,47.491,47.339,47.552
75510000.0,47.493,47.341,47.554
75610000.0,47.492,47.34,47.553
75710000.0,47.491,47.339,47.552
75810000.0,47.493,47.34,47.553
75910000.0,47.494,47.342,47.555
76010000.0,47.494,47.342,47.555
76110000.0,47.495,47.343,47.555
76210000.0,47.493,47.341,47.554
76310000.0,47.495,47.343,47.555
76410000.0,47.495,47.343,47.555
76510000.0,47.473,47.323,47.534
76610000.0,47.469,47.32,47.53
76710000.0,47.471,47.322,47.532
76810000.0,47.474,47.324,47.535
