# UV luminosity at 1500 A for instantaneous burst ; Z=0.01
# Source: Starburst99 — Leitherer et al. (1999) ; ApJS ; 123 ; 3
# DOI: 10.1086/313233
# Website: https://www.stsci.edu/science/starburst99/
# Columns: time_yr ; log_l1500 [erg/s/Hz] ; log_l1500_2 ; log_l1500_3
time_yr,log_l1500,log_l1500_2,log_l1500_3
10000.0,39.274,38.402,38.9
110000.0,39.277,38.404,38.903
210000.0,39.283,38.408,38.906
310000.0,39.287,38.411,38.91
410000.0,39.294,38.414,38.914
510000.0,39.299,38.417,38.915
610000.0,39.306,38.421,38.918
710000.0,39.313,38.425,38.923
810000.0,39.319,38.429,38.928
910000.0,39.324,38.433,38.932
1010000.0,39.328,38.436,38.936
1110000.0,39.334,38.44,38.921
1210000.0,39.34,38.443,38.92
1310000.0,39.348,38.447,38.925
1410000.0,39.355,38.451,38.93
1510000.0,39.356,38.453,38.932
1610000.0,39.368,38.459,38.937
1710000.0,39.381,38.466,38.941
1810000.0,39.393,38.472,38.946
1910000.0,39.395,38.475,38.95
2010000.0,39.408,38.481,38.954
2110000.0,39.419,38.488,38.959
2210000.0,39.433,38.495,38.951
2310000.0,39.442,38.501,38.955
2410000.0,39.462,38.511,38.96
2510000.0,39.469,38.515,38.965
2610000.0,39.484,38.523,38.97
2710000.0,39.508,38.536,38.975
2810000.0,39.525,38.546,38.979
2910000.0,39.536,38.554,38.984
3010000.0,39.545,38.56,38.99
3110000.0,39.544,38.562,38.996
3210000.0,39.514,38.552,38.984
3310000.0,39.494,38.548,38.985
3410000.0,39.475,38.544,38.989
3510000.0,39.46,38.542,38.995
3610000.0,39.444,38.538,38.997
3710000.0,39.426,38.534,39.001
3810000.0,39.408,38.528,39.001
3910000.0,39.386,38.52,39.006
4010000.0,39.37,38.514,39.01
4110000.0,39.362,38.513,39.015
4210000.0,39.353,38.512,39.021
4310000.0,39.345,38.511,39.026
4410000.0,39.336,38.509,39.031
4510000.0,39.327,38.507,39.037
4610000.0,39.317,38.504,39.043
4710000.0,39.31,38.503,39.049
4810000.0,39.298,38.498,39.054
4910000.0,39.291,38.496,39.061
5010000.0,39.268,38.483,39.039
5110000.0,39.26,38.481,39.047
5210000.0,39.248,38.478,39.056
5310000.0,39.234,38.473,39.065
5410000.0,39.218,38.467,39.072
5510000.0,39.207,38.463,39.08
5610000.0,39.198,38.459,39.091
5710000.0,39.19,38.457,39.101
5810000.0,39.182,38.455,39.116
5910000.0,39.173,38.451,39.117
6010000.0,39.168,38.45,39.114
6110000.0,39.155,38.444,39.124
6210000.0,39.148,38.442,39.125
6310000.0,39.135,38.437,39.136
6410000.0,39.124,38.431,39.135
6510000.0,39.116,38.428,39.131
6610000.0,39.105,38.423,39.133
6710000.0,39.096,38.419,39.149
6810000.0,39.086,38.415,39.145
6910000.0,39.074,38.409,39.135
7010000.0,39.065,38.405,39.125
7110000.0,39.054,38.4,39.115
7210000.0,39.042,38.395,39.103
7310000.0,39.03,38.388,39.091
7410000.0,39.02,38.383,39.08
7510000.0,39.009,38.378,39.07
7610000.0,39.001,38.375,39.062
7710000.0,38.991,38.37,39.052
7810000.0,38.982,38.366,39.043
7910000.0,38.975,38.362,39.036
8010000.0,38.969,38.359,39.03
8110000.0,38.962,38.356,39.023
8210000.0,38.953,38.351,39.014
8310000.0,38.948,38.349,39.009
8410000.0,38.942,38.346,39.003
8510000.0,38.938,38.344,38.998
8610000.0,38.933,38.343,38.994
8710000.0,38.928,38.34,38.988
8810000.0,38.922,38.337,38.983
8910000.0,38.917,38.335,38.978
9010000.0,38.91,38.331,38.971
9110000.0,38.901,38.326,38.962
9210000.0,38.894,38.322,38.955
9310000.0,38.891,38.321,38.951
9410000.0,38.886,38.319,38.947
9510000.0,38.881,38.317,38.942
9610000.0,38.876,38.315,38.937
9710000.0,38.871,38.313,38.932
9810000.0,38.866,38.311,38.927
9910000.0,38.86,38.308,38.921
10010000.0,38.853,38.304,38.914
10110000.0,38.847,38.3,38.908
10210000.0,38.839,38.296,38.9
10310000.0,38.83,38.29,38.891
10410000.0,38.823,38.287,38.884
10510000.0,38.82,38.286,38.881
10610000.0,38.813,38.282,38.874
10710000.0,38.809,38.28,38.87
10810000.0,38.802,38.276,38.863
10910000.0,38.798,38.274,38.859
11010000.0,38.794,38.273,38.855
11110000.0,38.788,38.269,38.849
11210000.0,38.781,38.264,38.841
11310000.0,38.776,38.262,38.837
11410000.0,38.77,38.259,38.831
11510000.0,38.762,38.254,38.823
11610000.0,38.754,38.249,38.815
11710000.0,38.747,38.245,38.808
11810000.0,38.744,38.244,38.804
11910000.0,38.739,38.241,38.8
12010000.0,38.734,38.239,38.795
12110000.0,38.73,38.237,38.791
12210000.0,38.725,38.235,38.786
12310000.0,38.72,38.231,38.78
12410000.0,38.715,38.229,38.776
12510000.0,38.709,38.225,38.77
12610000.0,38.705,38.223,38.765
12710000.0,38.698,38.219,38.758
12810000.0,38.694,38.217,38.754
12910000.0,38.687,38.213,38.748
13010000.0,38.681,38.21,38.742
13110000.0,38.673,38.204,38.734
13210000.0,38.664,38.199,38.725
13310000.0,38.658,38.195,38.719
13410000.0,38.653,38.193,38.714
13510000.0,38.647,38.189,38.708
13610000.0,38.644,38.187,38.704
13710000.0,38.637,38.183,38.697
13810000.0,38.634,38.182,38.694
13910000.0,38.63,38.18,38.691
14010000.0,38.623,38.176,38.684
14110000.0,38.622,38.176,38.682
14210000.0,38.616,38.173,38.677
14310000.0,38.613,38.171,38.674
14410000.0,38.608,38.168,38.669
14510000.0,38.603,38.165,38.664
14610000.0,38.6,38.163,38.661
14710000.0,38.597,38.162,38.657
14810000.0,38.592,38.159,38.653
14910000.0,38.586,38.155,38.646
15010000.0,38.58,38.151,38.641
15110000.0,38.575,38.147,38.636
15210000.0,38.571,38.145,38.632
15310000.0,38.566,38.143,38.627
15410000.0,38.564,38.142,38.625
15510000.0,38.561,38.14,38.621
15610000.0,38.558,38.139,38.619
15710000.0,38.555,38.137,38.616
15810000.0,38.555,38.137,38.616
15910000.0,38.554,38.137,38.615
16010000.0,38.55,38.135,38.611
16110000.0,38.546,38.132,38.607
16210000.0,38.544,38.131,38.605
16310000.0,38.541,38.131,38.602
16410000.0,38.539,38.13,38.6
16510000.0,38.537,38.128,38.598
16610000.0,38.535,38.128,38.596
16710000.0,38.531,38.125,38.592
16810000.0,38.529,38.124,38.59
16910000.0,38.527,38.123,38.588
17010000.0,38.522,38.12,38.583
17110000.0,38.519,38.118,38.579
17210000.0,38.512,38.114,38.573
17310000.0,38.508,38.111,38.569
17410000.0,38.505,38.109,38.566
17510000.0,38.506,38.11,38.567
17610000.0,38.502,38.107,38.563
17710000.0,38.501,38.107,38.562
17810000.0,38.499,38.106,38.56
17910000.0,38.496,38.104,38.557
18010000.0,38.495,38.104,38.556
18110000.0,38.492,38.102,38.553
18210000.0,38.49,38.1,38.55
18310000.0,38.489,38.1,38.55
18410000.0,38.485,38.098,38.546
18510000.0,38.483,38.097,38.543
18610000.0,38.483,38.098,38.544
18710000.0,38.486,38.101,38.547
18810000.0,38.483,38.099,38.544
18910000.0,38.481,38.098,38.542
19010000.0,38.477,38.096,38.538
19110000.0,38.473,38.093,38.534
19210000.0,38.469,38.09,38.529
19310000.0,38.467,38.09,38.528
19410000.0,38.461,38.085,38.521
19510000.0,38.456,38.082,38.517
19610000.0,38.454,38.081,38.514
19710000.0,38.447,38.076,38.508
19810000.0,38.443,38.073,38.503
19910000.0,38.437,38.069,38.498
20010000.0,38.429,38.064,38.49
20110000.0,38.424,38.061,38.485
20210000.0,38.422,38.06,38.483
20310000.0,38.42,38.058,38.481
20410000.0,38.418,38.057,38.478
20510000.0,38.414,38.054,38.475
20610000.0,38.412,38.053,38.473
20710000.0,38.41,38.053,38.47
20810000.0,38.408,38.053,38.469
20910000.0,38.404,38.05,38.465
21010000.0,38.402,38.049,38.463
21110000.0,38.398,38.046,38.459
21210000.0,38.397,38.046,38.457
21310000.0,38.393,38.044,38.454
21410000.0,38.389,38.041,38.45
21510000.0,38.385,38.038,38.446
21610000.0,38.383,38.038,38.444
21710000.0,38.378,38.035,38.439
21810000.0,38.377,38.034,38.438
21910000.0,38.371,38.03,38.432
22010000.0,38.37,38.03,38.431
22110000.0,38.366,38.027,38.426
22210000.0,38.362,38.025,38.422
22310000.0,38.357,38.022,38.418
22410000.0,38.354,38.02,38.415
22510000.0,38.351,38.017,38.411
22610000.0,38.346,38.015,38.407
22710000.0,38.344,38.013,38.404
22810000.0,38.339,38.01,38.4
22910000.0,38.336,38.008,38.396
23010000.0,38.329,38.004,38.39
23110000.0,38.326,38.001,38.386
23210000.0,38.319,37.997,38.38
23310000.0,38.317,37.995,38.378
23410000.0,38.313,37.993,38.374
23510000.0,38.311,37.992,38.372
23610000.0,38.31,37.992,38.371
23710000.0,38.309,37.991,38.37
23810000.0,38.304,37.988,38.365
23910000.0,38.303,37.987,38.364
24010000.0,38.3,37.986,38.361
24110000.0,38.298,37.985,38.359
24210000.0,38.296,37.983,38.356
24310000.0,38.292,37.981,38.353
24410000.0,38.291,37.981,38.352
24510000.0,38.286,37.978,38.347
24610000.0,38.286,37.978,38.347
24710000.0,38.284,37.976,38.345
24810000.0,38.281,37.974,38.342
24910000.0,38.281,37.975,38.341
25010000.0,38.277,37.973,38.338
25110000.0,38.276,37.972,38.337
25210000.0,38.275,37.972,38.336
25310000.0,38.271,37.969,38.332
25410000.0,38.269,37.967,38.329
25510000.0,38.266,37.966,38.327
25610000.0,38.264,37.965,38.324
25710000.0,38.263,37.964,38.324
25810000.0,38.259,37.962,38.32
25910000.0,38.257,37.96,38.318
26010000.0,38.256,37.96,38.316
26110000.0,38.25,37.956,38.311
26210000.0,38.249,37.956,38.31
26310000.0,38.246,37.954,38.307
26410000.0,38.244,37.953,38.305
26510000.0,38.241,37.951,38.302
26610000.0,38.236,37.947,38.297
26710000.0,38.236,37.947,38.296
26810000.0,38.231,37.944,38.292
26910000.0,38.228,37.941,38.289
27010000.0,38.224,37.94,38.285
27110000.0,38.222,37.938,38.283
27210000.0,38.217,37.934,38.277
27310000.0,38.21,37.93,38.271
27410000.0,38.207,37.927,38.268
27510000.0,38.205,37.926,38.266
27610000.0,38.202,37.924,38.263
27710000.0,38.2,37.923,38.261
27810000.0,38.199,37.922,38.259
27910000.0,38.195,37.92,38.255
28010000.0,38.195,37.92,38.256
28110000.0,38.194,37.92,38.255
28210000.0,38.193,37.919,38.253
28310000.0,38.188,37.916,38.249
28410000.0,38.187,37.916,38.248
28510000.0,38.186,37.915,38.247
28610000.0,38.185,37.915,38.246
28710000.0,38.181,37.911,38.241
28810000.0,38.179,37.911,38.24
28910000.0,38.179,37.911,38.24
29010000.0,38.177,37.909,38.238
29110000.0,38.176,37.909,38.237
29210000.0,38.175,37.909,38.236
29310000.0,38.175,37.909,38.235
29410000.0,38.173,37.907,38.234
29510000.0,38.169,37.905,38.23
29610000.0,38.169,37.905,38.23
29710000.0,38.169,37.905,38.229
29810000.0,38.166,37.903,38.227
29910000.0,38.163,37.901,38.224
30010000.0,38.162,37.901,38.223
30110000.0,38.161,37.901,38.222
30210000.0,38.159,37.899,38.22
30310000.0,38.158,37.898,38.219
30410000.0,38.157,37.898,38.218
30510000.0,38.156,37.898,38.217
30610000.0,38.152,37.894,38.212
30710000.0,38.15,37.894,38.211
30810000.0,38.15,37.894,38.211
30910000.0,38.149,37.893,38.21
31010000.0,38.145,37.891,38.206
31110000.0,38.143,37.889,38.204
31210000.0,38.144,37.89,38.205
31310000.0,38.143,37.889,38.204
31410000.0,38.138,37.886,38.199
31510000.0,38.135,37.884,38.196
31610000.0,38.135,37.884,38.195
31710000.0,38.132,37.882,38.193
31810000.0,38.132,37.883,38.193
31910000.0,38.126,37.878,38.187
32010000.0,38.125,37.878,38.186
32110000.0,38.122,37.875,38.182
32210000.0,38.12,37.874,38.18
32310000.0,38.117,37.872,38.178
32410000.0,38.111,37.867,38.172
32510000.0,38.108,37.865,38.169
32610000.0,38.105,37.864,38.166
32710000.0,38.104,37.863,38.165
32810000.0,38.105,37.864,38.166
32910000.0,38.102,37.862,38.163
33010000.0,38.101,37.861,38.162
33110000.0,38.1,37.861,38.161
33210000.0,38.1,37.861,38.161
33310000.0,38.096,37.858,38.157
33410000.0,38.095,37.857,38.156
33510000.0,38.096,37.858,38.157
33610000.0,38.096,37.858,38.156
33710000.0,38.095,37.858,38.156
33810000.0,38.092,37.856,38.152
33910000.0,38.09,37.855,38.151
34010000.0,38.09,37.855,38.151
34110000.0,38.09,37.855,38.151
34210000.0,38.088,37.854,38.149
34310000.0,38.086,37.853,38.146
34410000.0,38.085,37.852,38.146
34510000.0,38.085,37.852,38.146
34610000.0,38.085,37.852,38.145
34710000.0,38.084,37.852,38.145
34810000.0,38.081,37.85,38.142
34910000.0,38.08,37.849,38.141
35010000.0,38.08,37.849,38.14
35110000.0,38.079,37.849,38.14
35210000.0,38.078,37.849,38.139
35310000.0,38.075,37.846,38.135
35410000.0,38.075,37.847,38.136
35510000.0,38.074,37.846,38.135
35610000.0,38.074,37.846,38.134
35710000.0,38.074,37.846,38.134
35810000.0,38.07,37.844,38.131
35910000.0,38.068,37.842,38.129
36010000.0,38.068,37.842,38.129
36110000.0,38.067,37.842,38.128
36210000.0,38.067,37.842,38.128
36310000.0,38.064,37.84,38.124
36410000.0,38.063,37.84,38.124
36510000.0,38.062,37.839,38.123
36610000.0,38.061,37.839,38.122
36710000.0,38.061,37.839,38.122
36810000.0,38.058,37.836,38.119
36910000.0,38.057,37.836,38.118
37010000.0,38.057,37.836,38.118
37110000.0,38.054,37.834,38.115
37210000.0,38.053,37.833,38.114
37310000.0,38.05,37.831,38.111
37410000.0,38.05,37.831,38.11
37510000.0,38.05,37.831,38.11
37610000.0,38.048,37.83,38.109
37710000.0,38.048,37.83,38.109
37810000.0,38.045,37.828,38.106
37910000.0,38.042,37.826,38.103
38010000.0,38.038,37.823,38.099
38110000.0,38.035,37.821,38.096
38210000.0,38.036,37.822,38.097
38310000.0,38.036,37.822,38.097
38410000.0,38.029,37.817,38.09
38510000.0,38.029,37.817,38.09
38610000.0,38.026,37.815,38.087
38710000.0,38.023,37.812,38.084
38810000.0,38.023,37.813,38.084
38910000.0,38.02,37.81,38.08
39010000.0,38.013,37.805,38.074
39110000.0,38.012,37.805,38.073
39210000.0,38.011,37.804,38.072
39310000.0,38.011,37.804,38.072
39410000.0,38.012,37.805,38.072
39510000.0,38.01,37.804,38.071
39610000.0,38.006,37.801,38.067
39710000.0,38.005,37.801,38.066
39810000.0,38.005,37.801,38.066
39910000.0,38.005,37.801,38.065
40010000.0,38.004,37.8,38.065
40110000.0,38.003,37.8,38.064
40210000.0,38.005,37.801,38.066
40310000.0,38.001,37.799,38.062
40410000.0,37.997,37.796,38.058
40510000.0,37.999,37.797,38.06
40610000.0,37.999,37.797,38.06
40710000.0,37.998,37.797,38.059
40810000.0,37.998,37.797,38.059
40910000.0,37.993,37.794,38.054
41010000.0,37.992,37.793,38.053
41110000.0,37.994,37.795,38.055
41210000.0,37.992,37.793,38.053
41310000.0,37.992,37.793,38.053
41410000.0,37.99,37.791,38.05
41510000.0,37.989,37.791,38.05
41610000.0,37.986,37.788,38.046
41710000.0,37.985,37.788,38.046
41810000.0,37.985,37.788,38.046
41910000.0,37.985,37.788,38.046
42010000.0,37.985,37.789,38.046
42110000.0,37.983,37.788,38.044
42210000.0,37.983,37.787,38.043
42310000.0,37.979,37.785,38.04
42410000.0,37.978,37.784,38.039
42510000.0,37.978,37.784,38.039
42610000.0,37.978,37.784,38.039
42710000.0,37.978,37.784,38.039
42810000.0,37.978,37.784,38.038
42910000.0,37.977,37.784,38.038
43010000.0,37.973,37.781,38.034
43110000.0,37.973,37.781,38.033
43210000.0,37.972,37.781,38.033
43310000.0,37.972,37.78,38.032
43410000.0,37.969,37.778,38.03
43510000.0,37.969,37.778,38.03
43610000.0,37.969,37.779,38.03
43710000.0,37.965,37.776,38.026
43810000.0,37.965,37.776,38.025
43910000.0,37.964,37.776,38.025
44010000.0,37.963,37.775,38.024
44110000.0,37.962,37.774,38.023
44210000.0,37.961,37.774,38.022
44310000.0,37.958,37.771,38.019
44410000.0,37.958,37.771,38.018
44510000.0,37.957,37.771,38.017
44610000.0,37.956,37.771,38.017
44710000.0,37.956,37.77,38.017
44810000.0,37.956,37.77,38.017
44910000.0,37.955,37.77,38.016
45010000.0,37.953,37.768,38.013
45110000.0,37.949,37.765,38.009
45210000.0,37.948,37.765,38.009
45310000.0,37.948,37.765,38.009
45410000.0,37.947,37.765,38.008
45510000.0,37.947,37.764,38.007
45610000.0,37.946,37.764,38.007
45710000.0,37.946,37.764,38.007
45810000.0,37.941,37.76,38.002
45910000.0,37.941,37.76,38.002
46010000.0,37.941,37.76,38.002
46110000.0,37.94,37.76,38.001
46210000.0,37.937,37.757,37.998
46310000.0,37.936,37.757,37.997
46410000.0,37.936,37.757,37.997
46510000.0,37.931,37.753,37.992
46610000.0,37.93,37.752,37.99
46710000.0,37.929,37.752,37.99
46810000.0,37.929,37.752,37.989
46910000.0,37.924,37.749,37.985
47010000.0,37.922,37.747,37.982
47110000.0,37.918,37.744,37.979
47210000.0,37.915,37.742,37.975
47310000.0,37.914,37.741,37.975
47410000.0,37.911,37.739,37.972
47510000.0,37.911,37.739,37.971
47610000.0,37.91,37.738,37.971
47710000.0,37.912,37.74,37.973
47810000.0,37.905,37.735,37.966
47910000.0,37.908,37.737,37.968
48010000.0,37.907,37.736,37.968
48110000.0,37.906,37.736,37.967
48210000.0,37.906,37.736,37.967
48310000.0,37.906,37.736,37.967
48410000.0,37.906,37.736,37.967
48510000.0,37.906,37.736,37.967
48610000.0,37.905,37.736,37.966
48710000.0,37.9,37.732,37.961
48810000.0,37.9,37.732,37.961
48910000.0,37.9,37.732,37.961
49010000.0,37.9,37.732,37.96
49110000.0,37.899,37.732,37.96
49210000.0,37.899,37.732,37.959
49310000.0,37.898,37.731,37.959
49410000.0,37.9,37.733,37.961
49510000.0,37.898,37.731,37.959
49610000.0,37.895,37.729,37.956
49710000.0,37.893,37.728,37.954
49810000.0,37.895,37.729,37.955
49910000.0,37.893,37.728,37.954
50010000.0,37.893,37.728,37.954
50110000.0,37.894,37.729,37.954
50210000.0,37.892,37.728,37.953
50310000.0,37.892,37.728,37.953
50410000.0,37.893,37.729,37.954
50510000.0,37.892,37.728,37.953
50610000.0,37.887,37.725,37.948
50710000.0,37.888,37.726,37.949
50810000.0,37.886,37.724,37.947
50910000.0,37.887,37.725,37.948
51010000.0,37.886,37.724,37.947
51110000.0,37.886,37.725,37.947
51210000.0,37.886,37.725,37.947
51310000.0,37.886,37.725,37.947
51410000.0,37.886,37.725,37.947
51510000.0,37.881,37.721,37.942
51610000.0,37.881,37.721,37.942
51710000.0,37.881,37.721,37.942
51810000.0,37.881,37.721,37.942
51910000.0,37.88,37.721,37.941
52010000.0,37.88,37.721,37.941
52110000.0,37.878,37.719,37.939
52210000.0,37.877,37.719,37.938
52310000.0,37.877,37.719,37.938
52410000.0,37.879,37.721,37.94
52510000.0,37.875,37.717,37.935
52610000.0,37.875,37.717,37.935
52710000.0,37.872,37.715,37.933
52810000.0,37.872,37.715,37.933
52910000.0,37.872,37.715,37.933
53010000.0,37.872,37.715,37.933
53110000.0,37.871,37.715,37.932
53210000.0,37.871,37.715,37.932
53310000.0,37.871,37.715,37.932
53410000.0,37.867,37.712,37.928
53510000.0,37.866,37.712,37.927
53610000.0,37.866,37.712,37.927
53710000.0,37.866,37.711,37.926
53810000.0,37.865,37.711,37.926
53910000.0,37.865,37.711,37.926
54010000.0,37.865,37.711,37.925
54110000.0,37.864,37.71,37.925
54210000.0,37.864,37.711,37.925
54310000.0,37.86,37.707,37.92
54410000.0,37.859,37.707,37.92
54510000.0,37.859,37.707,37.92
54610000.0,37.859,37.707,37.92
54710000.0,37.859,37.707,37.92
54810000.0,37.858,37.707,37.919
54910000.0,37.858,37.707,37.919
55010000.0,37.857,37.706,37.918
55110000.0,37.857,37.707,37.918
55210000.0,37.855,37.704,37.915
55310000.0,37.848,37.698,37.908
55410000.0,37.848,37.698,37.908
55510000.0,37.849,37.7,37.91
55610000.0,37.848,37.7,37.909
55710000.0,37.849,37.7,37.91
55810000.0,37.848,37.7,37.909
55910000.0,37.849,37.7,37.909
56010000.0,37.848,37.7,37.909
56110000.0,37.844,37.696,37.904
56210000.0,37.841,37.694,37.902
56310000.0,37.841,37.694,37.902
56410000.0,37.841,37.694,37.901
56510000.0,37.84,37.694,37.901
56610000.0,37.84,37.694,37.901
56710000.0,37.836,37.691,37.897
56810000.0,37.836,37.69,37.896
56910000.0,37.835,37.69,37.896
57010000.0,37.834,37.689,37.895
57110000.0,37.834,37.689,37.895
57210000.0,37.834,37.689,37.894
57310000.0,37.826,37.683,37.887
57410000.0,37.826,37.683,37.887
57510000.0,37.826,37.683,37.887
57610000.0,37.821,37.68,37.882
57710000.0,37.818,37.677,37.879
57810000.0,37.817,37.677,37.878
57910000.0,37.81,37.671,37.871
58010000.0,37.81,37.671,37.871
58110000.0,37.81,37.671,37.87
58210000.0,37.81,37.671,37.87
58310000.0,37.809,37.671,37.87
58410000.0,37.809,37.671,37.869
58510000.0,37.809,37.671,37.869
58610000.0,37.805,37.668,37.866
58710000.0,37.804,37.668,37.865
58810000.0,37.805,37.668,37.866
58910000.0,37.804,37.668,37.865
59010000.0,37.804,37.668,37.865
59110000.0,37.804,37.668,37.865
59210000.0,37.804,37.668,37.864
59310000.0,37.804,37.668,37.865
59410000.0,37.803,37.667,37.864
59510000.0,37.803,37.667,37.864
59610000.0,37.803,37.667,37.864
59710000.0,37.803,37.667,37.864
59810000.0,37.802,37.667,37.863
59910000.0,37.798,37.663,37.858
60010000.0,37.796,37.662,37.857
60110000.0,37.796,37.662,37.857
60210000.0,37.796,37.662,37.856
60310000.0,37.795,37.662,37.856
60410000.0,37.799,37.664,37.859
60510000.0,37.795,37.662,37.856
60610000.0,37.795,37.662,37.856
60710000.0,37.797,37.664,37.858
60810000.0,37.796,37.663,37.857
60910000.0,37.794,37.662,37.855
61010000.0,37.796,37.663,37.857
61110000.0,37.789,37.658,37.849
61210000.0,37.79,37.659,37.851
61310000.0,37.788,37.658,37.849
61410000.0,37.79,37.659,37.851
61510000.0,37.79,37.659,37.85
61610000.0,37.788,37.657,37.849
61710000.0,37.789,37.658,37.85
61810000.0,37.789,37.658,37.85
61910000.0,37.789,37.658,37.85
62010000.0,37.788,37.658,37.849
62110000.0,37.788,37.658,37.848
62210000.0,37.787,37.657,37.848
62310000.0,37.787,37.657,37.848
62410000.0,37.782,37.654,37.843
62510000.0,37.782,37.654,37.842
62610000.0,37.781,37.653,37.842
62710000.0,37.781,37.653,37.841
62810000.0,37.781,37.654,37.842
62910000.0,37.781,37.653,37.841
63010000.0,37.781,37.653,37.842
63110000.0,37.78,37.652,37.841
63210000.0,37.78,37.653,37.841
63310000.0,37.78,37.653,37.841
63410000.0,37.78,37.653,37.841
63510000.0,37.78,37.653,37.84
63610000.0,37.778,37.652,37.839
63710000.0,37.777,37.652,37.838
63810000.0,37.778,37.652,37.839
63910000.0,37.777,37.652,37.838
64010000.0,37.777,37.652,37.838
64110000.0,37.778,37.652,37.838
64210000.0,37.777,37.652,37.838
64310000.0,37.772,37.648,37.833
64410000.0,37.772,37.648,37.833
64510000.0,37.772,37.648,37.833
64610000.0,37.772,37.648,37.833
64710000.0,37.772,37.648,37.832
64810000.0,37.772,37.648,37.833
64910000.0,37.771,37.648,37.832
65010000.0,37.771,37.648,37.831
65110000.0,37.771,37.648,37.832
65210000.0,37.771,37.648,37.832
65310000.0,37.767,37.645,37.828
65410000.0,37.767,37.645,37.828
65510000.0,37.766,37.644,37.827
65610000.0,37.765,37.644,37.826
65710000.0,37.761,37.64,37.822
65810000.0,37.76,37.64,37.821
65910000.0,37.76,37.64,37.821
66010000.0,37.76,37.64,37.821
66110000.0,37.76,37.64,37.821
66210000.0,37.76,37.64,37.821
66310000.0,37.76,37.64,37.821
66410000.0,37.759,37.64,37.82
66510000.0,37.759,37.64,37.82
66610000.0,37.759,37.64,37.82
66710000.0,37.759,37.64,37.82
66810000.0,37.759,37.64,37.82
66910000.0,37.753,37.636,37.814
67010000.0,37.753,37.635,37.814
67110000.0,37.753,37.635,37.814
67210000.0,37.753,37.635,37.814
67310000.0,37.752,37.635,37.813
67410000.0,37.753,37.636,37.814
67510000.0,37.752,37.635,37.813
67610000.0,37.752,37.635,37.813
67710000.0,37.751,37.634,37.812
67810000.0,37.751,37.634,37.812
67910000.0,37.751,37.634,37.811
68010000.0,37.75,37.634,37.811
68110000.0,37.746,37.63,37.806
68210000.0,37.745,37.63,37.806
68310000.0,37.745,37.63,37.806
68410000.0,37.745,37.63,37.805
68510000.0,37.744,37.63,37.805
68610000.0,37.744,37.63,37.805
68710000.0,37.744,37.63,37.805
68810000.0,37.744,37.63,37.805
68910000.0,37.744,37.63,37.805
69010000.0,37.74,37.627,37.801
69110000.0,37.74,37.627,37.801
69210000.0,37.735,37.622,37.795
69310000.0,37.734,37.622,37.795
69410000.0,37.734,37.622,37.795
69510000.0,37.734,37.622,37.795
69610000.0,37.733,37.621,37.794
69710000.0,37.732,37.621,37.793
69810000.0,37.733,37.621,37.793
69910000.0,37.733,37.621,37.793
70010000.0,37.727,37.617,37.788
70110000.0,37.727,37.617,37.788
70210000.0,37.727,37.617,37.787
70310000.0,37.726,37.616,37.787
70410000.0,37.726,37.616,37.786
70510000.0,37.726,37.616,37.786
70610000.0,37.725,37.616,37.786
70710000.0,37.725,37.616,37.786
70810000.0,37.725,37.616,37.786
70910000.0,37.72,37.612,37.781
71010000.0,37.72,37.612,37.781
71110000.0,37.72,37.612,37.781
71210000.0,37.716,37.608,37.776
71310000.0,37.715,37.608,37.776
71410000.0,37.715,37.608,37.775
71510000.0,37.713,37.607,37.774
71610000.0,37.713,37.607,37.774
71710000.0,37.704,37.599,37.765
71810000.0,37.704,37.599,37.765
71910000.0,37.704,37.599,37.764
72010000.0,37.703,37.599,37.764
72110000.0,37.703,37.599,37.764
72210000.0,37.702,37.598,37.763
72310000.0,37.698,37.595,37.758
72410000.0,37.697,37.595,37.758
72510000.0,37.697,37.595,37.758
72610000.0,37.697,37.595,37.758
72710000.0,37.697,37.595,37.757
72810000.0,37.697,37.595,37.757
72910000.0,37.696,37.594,37.757
73010000.0,37.696,37.595,37.757
73110000.0,37.696,37.594,37.757
73210000.0,37.699,37.596,37.76
73310000.0,37.695,37.594,37.756
73410000.0,37.695,37.593,37.755
73510000.0,37.694,37.593,37.755
73610000.0,37.694,37.593,37.755
73710000.0,37.697,37.595,37.758
73810000.0,37.688,37.589,37.749
73910000.0,37.688,37.589,37.749
74010000.0,37.687,37.588,37.748
74110000.0,37.689,37.59,37.75
74210000.0,37.69,37.59,37.751
74310000.0,37.689,37.59,37.75
74410000.0,37.689,37.59,37.75
74510000.0,37.689,37.59,37.75
74610000.0,37.69,37.59,37.75
74710000.0,37.688,37.59,37.749
74810000.0,37.689,37.59,37.749
74910000.0,37.688,37.59,37.749
75010000.0,37.682,37.585,37.743
75110000.0,37.687,37.589,37.748
75210000.0,37.682,37.585,37.743
75310000.0,37.681,37.585,37.742
75410000.0,37.681,37.585,37.742
75510000.0,37.681,37.585,37.742
75610000.0,37.681,37.585,37.742
75710000.0,37.681,37.585,37.742
75810000.0,37.681,37.585,37.742
75910000.0,37.68,37.584,37.741
76010000.0,37.68,37.584,37.74
76110000.0,37.679,37.584,37.74
76210000.0,37.679,37.583,37.739
76310000.0,37.682,37.586,37.742
76410000.0,37.681,37.585,37.742
76510000.0,37.679,37.583,37.739
76610000.0,37.684,37.588,37.744
76710000.0,37.672,37.578,37.733
