# Absorption efficiency Q_abs for astronomical silicates
# Source: Draine (2003) ; ARA&A ; 41 ; 241 — DOI: 10.1146/annurev.astro.41.011802.094840
# Downloaded from: https://www.astro.princeton.edu/~draine/dust/dust.diel.html
# Flat array of Q_abs values (radius x wavelength grid)
7.810e-04, 8.234e-04, 8.665e-04, 9.115e-04, 9.577e-04, 1.004e-03, 1.051e-03, 1.099e-03, 1.145e-03, 1.186e-03, 1.224e-03, 1.258e-03, 1.540e-03, 2.232e-03, 3.444e-03, 5.382e-03, 8.568e-03, 1.389e-02, 2.244e-02, 3.239e-02, 3.957e-02, 4.728e-02, 5.628e-02, 6.735e-02, 8.213e-02, 1.046e-01, 1.268e-01, 1.238e-03, 1.305e-03, 1.374e-03, 1.445e-03, 1.518e-03, 1.592e-03, 1.667e-03, 1.742e-03, 1.816e-03, 1.881e-03, 1.942e-03, 1.996e-03, 2.444e-03, 3.542e-03, 5.467e-03, 8.547e-03, 1.361e-02, 2.208e-02, 3.569e-02, 5.151e-02, 6.293e-02, 7.522e-02, 8.958e-02, 1.072e-01, 1.308e-01, 1.665e-01, 2.020e-01, 1.964E-03, 2.070E-03, 2.179E-03, 2.293E-03, 2.409E-03, 2.527E-03, 2.646E-03, 2.766E-03, 2.882E-03, 2.987E-03, 3.084E-03, 3.172E-03, 3.885E-03, 5.634E-03, 8.701E-03, 1.361E-02, 2.170E-02, 3.525E-02, 5.701E-02, 8.233E-02, 1.006E-01, 1.204E-01, 1.435E-01, 1.719E-01, 2.098E-01, 2.671E-01, 3.236E-01, 3.117E-03, 3.287E-03, 3.460E-03, 3.642E-03, 3.828E-03, 4.016E-03, 4.207E-03, 4.399E-03, 4.588E-03, 4.757E-03, 4.915E-03, 5.059E-03, 6.203E-03, 9.008E-03, 1.393E-02, 2.184E-02, 3.490E-02, 5.684E-02, 9.217E-02, 1.332E-01, 1.630E-01, 1.952E-01, 2.330E-01, 2.797E-01, 3.419E-01, 4.346E-01, 5.248E-01, 4.959E-03, 5.233E-03, 5.512E-03, 5.804E-03, 6.105E-03, 6.411E-03, 6.722E-03, 7.037E-03, 7.348E-03, 7.630E-03, 7.898E-03, 8.146E-03, 1.002E-02, 1.459E-02, 2.266E-02, 3.568E-02, 5.734E-02, 9.400E-02, 1.532E-01, 2.217E-01, 2.718E-01, 3.263E-01, 3.905E-01, 4.694E-01, 5.741E-01, 7.240E-01, 8.624E-01, 7.937E-03, 8.385E-03, 8.844E-03, 9.328E-03, 9.830E-03, 1.034E-02, 1.087E-02, 1.141E-02, 1.195E-02, 1.246E-02, 1.295E-02, 1.342E-02, 1.661E-02, 2.438E-02, 3.821E-02, 6.085E-02, 9.906E-02, 1.647E-01, 2.712E-01, 3.920E-01, 4.802E-01, 5.767E-01, 6.885E-01, 8.225E-01, 9.913E-01, 1.201E+00, 1.359E+00, 1.289E-02, 1.365E-02, 1.445E-02, 1.530E-02, 1.619E-02, 1.712E-02, 1.809E-02, 1.911E-02, 2.016E-02, 2.118E-02, 2.224E-02, 2.333E-02, 2.929E-02, 4.373E-02, 6.990E-02, 1.140E-01, 1.906E-01, 3.256E-01, 5.405E-01, 7.596E-01, 9.079E-01, 1.059E+00, 1.214E+00, 1.367E+00, 1.514E+00, 1.621E+00, 1.649E+00, 2.164E-02, 2.308E-02, 2.461E-02, 2.627E-02, 2.806E-02, 2.998E-02, 3.206E-02, 3.431E-02, 3.673E-02, 3.926E-02, 4.201E-02, 4.510E-02, 5.822E-02, 8.976E-02, 1.490E-01, 2.540E-01, 4.474E-01, 7.897E-01, 1.211E+00, 1.425E+00, 1.504E+00, 1.555E+00, 1.582E+00, 1.598E+00, 1.616E+00, 1.630E+00, 1.626E+00, 3.900E-02, 4.214E-02, 4.556E-02, 4.937E-02, 5.358E-02, 5.823E-02, 6.341E-02, 6.919E-02, 7.569E-02, 8.299E-02, 9.170E-02, 1.032E-01, 1.434E-01, 2.470E-01, 4.692E-01, 8.187E-01, 1.086E+00, 1.286E+00, 1.518E+00, 1.603E+00, 1.624E+00, 1.621E+00, 1.598E+00, 1.568E+00, 1.542E+00, 1.518E+00, 1.491E+00, 7.838E-02, 8.601E-02, 9.456E-02, 1.045E-01, 1.164E-01, 1.313E-01, 1.510E-01, 1.778E-01, 2.125E-01, 2.478E-01, 2.636E-01, 2.511E-01, 2.837E-01, 4.547E-01, 8.681E-01, 1.124E+00, 1.300E+00, 1.559E+00, 1.595E+00, 1.551E+00, 1.512E+00, 1.478E+00, 1.449E+00, 1.421E+00, 1.387E+00, 1.352E+00, 1.323E+00, 1.999E-01, 2.312E-01, 2.557E-01, 2.631E-01, 2.573E-01, 2.567E-01, 2.807E-01, 3.424E-01, 4.089E-01, 3.972E-01, 3.658E-01, 4.223E-01, 6.413E-01, 7.172E-01, 1.052E+00, 1.291E+00, 1.428E+00, 1.423E+00, 1.387E+00, 1.358E+00, 1.335E+00, 1.310E+00, 1.286E+00, 1.259E+00, 1.231E+00, 1.202E+00, 1.178E+00, 3.823E-01, 4.079E-01, 3.875E-01, 3.851E-01, 4.523E-01, 5.308E-01, 4.857E-01, 4.940E-01, 6.387E-01, 5.628E-01, 5.919E-01, 6.630E-01, 7.261E-01, 8.949E-01, 1.123E+00, 1.229E+00, 1.259E+00, 1.249E+00, 1.219E+00, 1.202E+00, 1.188E+00, 1.171E+00, 1.152E+00, 1.131E+00, 1.108E+00, 1.084E+00, 1.063E+00, 5.745E-01, 6.173E-01, 5.581E-01, 6.725E-01, 6.655E-01, 6.395E-01, 7.528E-01, 6.911E-01, 7.441E-01, 7.390E-01, 7.262E-01, 7.346E-01, 8.458E-01, 9.701E-01, 1.101E+00, 1.161E+00, 1.153E+00, 1.125E+00, 1.101E+00, 1.089E+00, 1.079E+00, 1.066E+00, 1.052E+00, 1.035E+00, 1.015E+00, 9.944E-01, 9.776E-01, 7.969E-01, 7.659E-01, 8.255E-01, 7.931E-01, 7.722E-01, 8.187E-01, 8.087E-01, 8.054E-01, 8.294E-01, 8.524E-01, 8.577E-01, 9.185E-01, 1.018E+00, 1.073E+00, 1.079E+00, 1.058E+00, 1.035E+00, 1.015E+00, 1.007E+00, 1.000E+00, 9.904E-01, 9.787E-01, 9.651E-01, 9.477E-01, 9.293E-01, 9.154E-01, 9.113E-01, 8.331E-01, 8.311E-01, 8.411E-01, 8.603E-01, 8.763E-01, 8.844E-01, 8.888E-01, 9.011E-01, 9.162E-01, 9.105E-01, 9.251E-01, 9.245E-01, 9.689E-01, 1.013E+00, 1.022E+00, 1.008E+00, 9.895E-01, 9.704E-01, 9.542E-01, 9.478E-01, 9.431E-01, 9.355E-01, 9.260E-01, 9.144E-01, 8.990E-01, 8.826E-01, 8.711E-01, 9.272E-01, 9.331E-01, 9.481E-01, 9.426E-01, 9.577E-01, 9.550E-01, 9.587E-01, 9.623E-01, 9.623E-01, 9.652E-01, 9.636E-01, 9.615E-01, 9.746E-01, 9.811E-01, 9.712E-01, 9.569E-01, 9.413E-01, 9.248E-01, 9.106E-01, 9.055E-01, 9.023E-01, 8.963E-01, 8.884E-01, 8.783E-01, 8.644E-01, 8.496E-01, 8.401E-01
