time_yr,log_snr,log_snr_2,log_snr_3
247810000.0,-30.0,-30.0,-30.0
247910000.0,-30.0,-30.0,-30.0
248010000.0,-30.0,-30.0,-30.0
248110000.0,-30.0,-30.0,-30.0
248210000.0,-30.0,-30.0,-30.0
248310000.0,-30.0,-30.0,-30.0
248410000.0,-30.0,-30.0,-30.0
248510000.0,-30.0,-30.0,-30.0
248610000.0,-30.0,-30.0,-30.0
248710000.0,-30.0,-30.0,-30.0
248810000.0,-30.0,-30.0,-30.0
248910000.0,-30.0,-30.0,-30.0
249010000.0,-30.0,-30.0,-30.0
249110000.0,-30.0,-30.0,-30.0
249210000.0,-30.0,-30.0,-30.0
249310000.0,-30.0,-30.0,-30.0
249410000.0,-30.0,-30.0,-30.0
249510000.0,-30.0,-30.0,-30.0
249610000.0,-30.0,-30.0,-30.0
249710000.0,-30.0,-30.0,-30.0
249810000.0,-30.0,-30.0,-30.0
249910000.0,-30.0,-30.0,-30.0
250010000.0,-30.0,-30.0,-30.0
250110000.0,-30.0,-30.0,-30.0
250210000.0,-30.0,-30.0,-30.0
250310000.0,-30.0,-30.0,-30.0
250410000.0,-30.0,-30.0,-30.0
250510000.0,-30.0,-30.0,-30.0
250610000.0,-30.0,-30.0,-30.0
250710000.0,-30.0,-30.0,-30.0
250810000.0,-30.0,-30.0,-30.0
250910000.0,-30.0,-30.0,-30.0
251010000.0,-30.0,-30.0,-30.0
251110000.0,-30.0,-30.0,-30.0
251210000.0,-30.0,-30.0,-30.0
251310000.0,-30.0,-30.0,-30.0
251410000.0,-30.0,-30.0,-30.0
251510000.0,-30.0,-30.0,-30.0
251610000.0,-30.0,-30.0,-30.0
251710000.0,-30.0,-30.0,-30.0
251810000.0,-30.0,-30.0,-30.0
251910000.0,-30.0,-30.0,-30.0
252010000.0,-30.0,-30.0,-30.0
252110000.0,-30.0,-30.0,-30.0
252210000.0,-30.0,-30.0,-30.0
252310000.0,-30.0,-30.0,-30.0
252410000.0,-30.0,-30.0,-30.0
252510000.0,-30.0,-30.0,-30.0
252610000.0,-30.0,-30.0,-30.0
252710000.0,-30.0,-30.0,-30.0
252810000.0,-30.0,-30.0,-30.0
252910000.0,-30.0,-30.0,-30.0
253010000.0,-30.0,-30.0,-30.0
253110000.0,-30.0,-30.0,-30.0
253210000.0,-30.0,-30.0,-30.0
253310000.0,-30.0,-30.0,-30.0
253410000.0,-30.0,-30.0,-30.0
253510000.0,-30.0,-30.0,-30.0
253610000.0,-30.0,-30.0,-30.0
253710000.0,-30.0,-30.0,-30.0
253810000.0,-30.0,-30.0,-30.0
253910000.0,-30.0,-30.0,-30.0
254010000.0,-30.0,-30.0,-30.0
254110000.0,-30.0,-30.0,-30.0
254210000.0,-30.0,-30.0,-30.0
254310000.0,-30.0,-30.0,-30.0
254410000.0,-30.0,-30.0,-30.0
254510000.0,-30.0,-30.0,-30.0
254610000.0,-30.0,-30.0,-30.0
254710000.0,-30.0,-30.0,-30.0
254810000.0,-30.0,-30.0,-30.0
254910000.0,-30.0,-30.0,-30.0
255010000.0,-30.0,-30.0,-30.0
255110000.0,-30.0,-30.0,-30.0
255210000.0,-30.0,-30.0,-30.0
255310000.0,-30.0,-30.0,-30.0
255410000.0,-30.0,-30.0,-30.0
255510000.0,-30.0,-30.0,-30.0
255610000.0,-30.0,-30.0,-30.0
255710000.0,-30.0,-30.0,-30.0
255810000.0,-30.0,-30.0,-30.0
255910000.0,-30.0,-30.0,-30.0
256010000.0,-30.0,-30.0,-30.0
256110000.0,-30.0,-30.0,-30.0
256210000.0,-30.0,-30.0,-30.0
256310000.0,-30.0,-30.0,-30.0
256410000.0,-30.0,-30.0,-30.0
256510000.0,-30.0,-30.0,-30.0
256610000.0,-30.0,-30.0,-30.0
256710000.0,-30.0,-30.0,-30.0
256810000.0,-30.0,-30.0,-30.0
256910000.0,-30.0,-30.0,-30.0
257010000.0,-30.0,-30.0,-30.0
257110000.0,-30.0,-30.0,-30.0
257210000.0,-30.0,-30.0,-30.0
257310000.0,-30.0,-30.0,-30.0
257410000.0,-30.0,-30.0,-30.0
257510000.0,-30.0,-30.0,-30.0
257610000.0,-30.0,-30.0,-30.0
257710000.0,-30.0,-30.0,-30.0
257810000.0,-30.0,-30.0,-30.0
257910000.0,-30.0,-30.0,-30.0
258010000.0,-30.0,-30.0,-30.0
258110000.0,-30.0,-30.0,-30.0
258210000.0,-30.0,-30.0,-30.0
258310000.0,-30.0,-30.0,-30.0
258410000.0,-30.0,-30.0,-30.0
258510000.0,-30.0,-30.0,-30.0
258610000.0,-30.0,-30.0,-30.0
258710000.0,-30.0,-30.0,-30.0
258810000.0,-30.0,-30.0,-30.0
258910000.0,-30.0,-30.0,-30.0
259010000.0,-30.0,-30.0,-30.0
259110000.0,-30.0,-30.0,-30.0
259210000.0,-30.0,-30.0,-30.0
259310000.0,-30.0,-30.0,-30.0
259410000.0,-30.0,-30.0,-30.0
259510000.0,-30.0,-30.0,-30.0
259610000.0,-30.0,-30.0,-30.0
259710000.0,-30.0,-30.0,-30.0
259810000.0,-30.0,-30.0,-30.0
259910000.0,-30.0,-30.0,-30.0
260010000.0,-30.0,-30.0,-30.0
260110000.0,-30.0,-30.0,-30.0
260210000.0,-30.0,-30.0,-30.0
260310000.0,-30.0,-30.0,-30.0
260410000.0,-30.0,-30.0,-30.0
260510000.0,-30.0,-30.0,-30.0
260610000.0,-30.0,-30.0,-30.0
260710000.0,-30.0,-30.0,-30.0
260810000.0,-30.0,-30.0,-30.0
260910000.0,-30.0,-30.0,-30.0
261010000.0,-30.0,-30.0,-30.0
261110000.0,-30.0,-30.0,-30.0
261210000.0,-30.0,-30.0,-30.0
261310000.0,-30.0,-30.0,-30.0
261410000.0,-30.0,-30.0,-30.0
261510000.0,-30.0,-30.0,-30.0
261610000.0,-30.0,-30.0,-30.0
261710000.0,-30.0,-30.0,-30.0
261810000.0,-30.0,-30.0,-30.0
261910000.0,-30.0,-30.0,-30.0
262010000.0,-30.0,-30.0,-30.0
262110000.0,-30.0,-30.0,-30.0
262210000.0,-30.0,-30.0,-30.0
262310000.0,-30.0,-30.0,-30.0
262410000.0,-30.0,-30.0,-30.0
262510000.0,-30.0,-30.0,-30.0
262610000.0,-30.0,-30.0,-30.0
262710000.0,-30.0,-30.0,-30.0
262810000.0,-30.0,-30.0,-30.0
262910000.0,-30.0,-30.0,-30.0
263010000.0,-30.0,-30.0,-30.0
263110000.0,-30.0,-30.0,-30.0
263210000.0,-30.0,-30.0,-30.0
263310000.0,-30.0,-30.0,-30.0
263410000.0,-30.0,-30.0,-30.0
263510000.0,-30.0,-30.0,-30.0
263610000.0,-30.0,-30.0,-30.0
263710000.0,-30.0,-30.0,-30.0
263810000.0,-30.0,-30.0,-30.0
263910000.0,-30.0,-30.0,-30.0
264010000.0,-30.0,-30.0,-30.0
264110000.0,-30.0,-30.0,-30.0
264210000.0,-30.0,-30.0,-30.0
264310000.0,-30.0,-30.0,-30.0
264410000.0,-30.0,-30.0,-30.0
264510000.0,-30.0,-30.0,-30.0
264610000.0,-30.0,-30.0,-30.0
264710000.0,-30.0,-30.0,-30.0
264810000.0,-30.0,-30.0,-30.0
264910000.0,-30.0,-30.0,-30.0
265010000.0,-30.0,-30.0,-30.0
265110000.0,-30.0,-30.0,-30.0
265210000.0,-30.0,-30.0,-30.0
265310000.0,-30.0,-30.0,-30.0
265410000.0,-30.0,-30.0,-30.0
265510000.0,-30.0,-30.0,-30.0
265610000.0,-30.0,-30.0,-30.0
265710000.0,-30.0,-30.0,-30.0
265810000.0,-30.0,-30.0,-30.0
265910000.0,-30.0,-30.0,-30.0
266010000.0,-30.0,-30.0,-30.0
266110000.0,-30.0,-30.0,-30.0
266210000.0,-30.0,-30.0,-30.0
266310000.0,-30.0,-30.0,-30.0
266410000.0,-30.0,-30.0,-30.0
266510000.0,-30.0,-30.0,-30.0
266610000.0,-30.0,-30.0,-30.0
266710000.0,-30.0,-30.0,-30.0
266810000.0,-30.0,-30.0,-30.0
266910000.0,-30.0,-30.0,-30.0
267010000.0,-30.0,-30.0,-30.0
267110000.0,-30.0,-30.0,-30.0
267210000.0,-30.0,-30.0,-30.0
267310000.0,-30.0,-30.0,-30.0
267410000.0,-30.0,-30.0,-30.0
267510000.0,-30.0,-30.0,-30.0
267610000.0,-30.0,-30.0,-30.0
267710000.0,-30.0,-30.0,-30.0
267810000.0,-30.0,-30.0,-30.0
267910000.0,-30.0,-30.0,-30.0
268010000.0,-30.0,-30.0,-30.0
268110000.0,-30.0,-30.0,-30.0
268210000.0,-30.0,-30.0,-30.0
268310000.0,-30.0,-30.0,-30.0
268410000.0,-30.0,-30.0,-30.0
268510020.0,-30.0,-30.0,-30.0
268610020.0,-30.0,-30.0,-30.0
268710020.0,-30.0,-30.0,-30.0
268810020.0,-30.0,-30.0,-30.0
268910020.0,-30.0,-30.0,-30.0
269010020.0,-30.0,-30.0,-30.0
269110020.0,-30.0,-30.0,-30.0
269210020.0,-30.0,-30.0,-30.0
269310020.0,-30.0,-30.0,-30.0
269410020.0,-30.0,-30.0,-30.0
269510020.0,-30.0,-30.0,-30.0
269610020.0,-30.0,-30.0,-30.0
269710020.0,-30.0,-30.0,-30.0
269810020.0,-30.0,-30.0,-30.0
269910020.0,-30.0,-30.0,-30.0
270010020.0,-30.0,-30.0,-30.0
270110020.0,-30.0,-30.0,-30.0
270210020.0,-30.0,-30.0,-30.0
270310020.0,-30.0,-30.0,-30.0
270410020.0,-30.0,-30.0,-30.0
270510020.0,-30.0,-30.0,-30.0
270610020.0,-30.0,-30.0,-30.0
270710020.0,-30.0,-30.0,-30.0
270810020.0,-30.0,-30.0,-30.0
270910020.0,-30.0,-30.0,-30.0
271010020.0,-30.0,-30.0,-30.0
271110020.0,-30.0,-30.0,-30.0
271210020.0,-30.0,-30.0,-30.0
271310020.0,-30.0,-30.0,-30.0
271410020.0,-30.0,-30.0,-30.0
271510020.0,-30.0,-30.0,-30.0
271610020.0,-30.0,-30.0,-30.0
271710020.0,-30.0,-30.0,-30.0
271810020.0,-30.0,-30.0,-30.0
271910020.0,-30.0,-30.0,-30.0
272010020.0,-30.0,-30.0,-30.0
272110020.0,-30.0,-30.0,-30.0
272210020.0,-30.0,-30.0,-30.0
272310020.0,-30.0,-30.0,-30.0
272410020.0,-30.0,-30.0,-30.0
272510020.0,-30.0,-30.0,-30.0
272610020.0,-30.0,-30.0,-30.0
272710020.0,-30.0,-30.0,-30.0
272810020.0,-30.0,-30.0,-30.0
272910020.0,-30.0,-30.0,-30.0
273010020.0,-30.0,-30.0,-30.0
273110020.0,-30.0,-30.0,-30.0
273210020.0,-30.0,-30.0,-30.0
273310020.0,-30.0,-30.0,-30.0
273410020.0,-30.0,-30.0,-30.0
273510020.0,-30.0,-30.0,-30.0
273610020.0,-30.0,-30.0,-30.0
273710020.0,-30.0,-30.0,-30.0
273810020.0,-30.0,-30.0,-30.0
273910020.0,-30.0,-30.0,-30.0
274010020.0,-30.0,-30.0,-30.0
274110020.0,-30.0,-30.0,-30.0
274210020.0,-30.0,-30.0,-30.0
274310020.0,-30.0,-30.0,-30.0
274410020.0,-30.0,-30.0,-30.0
274510020.0,-30.0,-30.0,-30.0
274610020.0,-30.0,-30.0,-30.0
274710020.0,-30.0,-30.0,-30.0
274810020.0,-30.0,-30.0,-30.0
274910020.0,-30.0,-30.0,-30.0
275010020.0,-30.0,-30.0,-30.0
275110020.0,-30.0,-30.0,-30.0
275210020.0,-30.0,-30.0,-30.0
275310020.0,-30.0,-30.0,-30.0
275410020.0,-30.0,-30.0,-30.0
275510020.0,-30.0,-30.0,-30.0
275610020.0,-30.0,-30.0,-30.0
275710020.0,-30.0,-30.0,-30.0
275810020.0,-30.0,-30.0,-30.0
275910020.0,-30.0,-30.0,-30.0
276010020.0,-30.0,-30.0,-30.0
276110020.0,-30.0,-30.0,-30.0
276210020.0,-30.0,-30.0,-30.0
276310020.0,-30.0,-30.0,-30.0
276410020.0,-30.0,-30.0,-30.0
276510020.0,-30.0,-30.0,-30.0
276610020.0,-30.0,-30.0,-30.0
276710020.0,-30.0,-30.0,-30.0
276810020.0,-30.0,-30.0,-30.0
276910020.0,-30.0,-30.0,-30.0
277010020.0,-30.0,-30.0,-30.0
277110020.0,-30.0,-30.0,-30.0
277210020.0,-30.0,-30.0,-30.0
277310020.0,-30.0,-30.0,-30.0
277410020.0,-30.0,-30.0,-30.0
277510020.0,-30.0,-30.0,-30.0
277610020.0,-30.0,-30.0,-30.0
277710020.0,-30.0,-30.0,-30.0
277810020.0,-30.0,-30.0,-30.0
277910020.0,-30.0,-30.0,-30.0
278010020.0,-30.0,-30.0,-30.0
278110020.0,-30.0,-30.0,-30.0
278210020.0,-30.0,-30.0,-30.0
278310020.0,-30.0,-30.0,-30.0
278410020.0,-30.0,-30.0,-30.0
278510020.0,-30.0,-30.0,-30.0
278610020.0,-30.0,-30.0,-30.0
278710020.0,-30.0,-30.0,-30.0
278810020.0,-30.0,-30.0,-30.0
278910020.0,-30.0,-30.0,-30.0
279010020.0,-30.0,-30.0,-30.0
279110020.0,-30.0,-30.0,-30.0
279210020.0,-30.0,-30.0,-30.0
279310020.0,-30.0,-30.0,-30.0
279410020.0,-30.0,-30.0,-30.0
279510020.0,-30.0,-30.0,-30.0
279610020.0,-30.0,-30.0,-30.0
279710020.0,-30.0,-30.0,-30.0
279810020.0,-30.0,-30.0,-30.0
279910020.0,-30.0,-30.0,-30.0
280010020.0,-30.0,-30.0,-30.0
280110020.0,-30.0,-30.0,-30.0
280210020.0,-30.0,-30.0,-30.0
280310020.0,-30.0,-30.0,-30.0
280410020.0,-30.0,-30.0,-30.0
280510020.0,-30.0,-30.0,-30.0
280610020.0,-30.0,-30.0,-30.0
280710020.0,-30.0,-30.0,-30.0
280810020.0,-30.0,-30.0,-30.0
280910020.0,-30.0,-30.0,-30.0
281010020.0,-30.0,-30.0,-30.0
281110020.0,-30.0,-30.0,-30.0
281210020.0,-30.0,-30.0,-30.0
281310020.0,-30.0,-30.0,-30.0
281410020.0,-30.0,-30.0,-30.0
281510020.0,-30.0,-30.0,-30.0
281610020.0,-30.0,-30.0,-30.0
281710020.0,-30.0,-30.0,-30.0
281810020.0,-30.0,-30.0,-30.0
281910020.0,-30.0,-30.0,-30.0
282010020.0,-30.0,-30.0,-30.0
282110020.0,-30.0,-30.0,-30.0
282210020.0,-30.0,-30.0,-30.0
282310020.0,-30.0,-30.0,-30.0
282410020.0,-30.0,-30.0,-30.0
282510020.0,-30.0,-30.0,-30.0
282610020.0,-30.0,-30.0,-30.0
282710020.0,-30.0,-30.0,-30.0
282810020.0,-30.0,-30.0,-30.0
282910020.0,-30.0,-30.0,-30.0
283010020.0,-30.0,-30.0,-30.0
283110020.0,-30.0,-30.0,-30.0
283210020.0,-30.0,-30.0,-30.0
283310020.0,-30.0,-30.0,-30.0
283410020.0,-30.0,-30.0,-30.0
283510020.0,-30.0,-30.0,-30.0
283610020.0,-30.0,-30.0,-30.0
283710020.0,-30.0,-30.0,-30.0
283810020.0,-30.0,-30.0,-30.0
283910020.0,-30.0,-30.0,-30.0
284010020.0,-30.0,-30.0,-30.0
284110020.0,-30.0,-30.0,-30.0
284210020.0,-30.0,-30.0,-30.0
284310020.0,-30.0,-30.0,-30.0
284410020.0,-30.0,-30.0,-30.0
284510020.0,-30.0,-30.0,-30.0
284610020.0,-30.0,-30.0,-30.0
284710020.0,-30.0,-30.0,-30.0
284810020.0,-30.0,-30.0,-30.0
284910020.0,-30.0,-30.0,-30.0
285010020.0,-30.0,-30.0,-30.0
285110020.0,-30.0,-30.0,-30.0
285210020.0,-30.0,-30.0,-30.0
285310020.0,-30.0,-30.0,-30.0
285410020.0,-30.0,-30.0,-30.0
285510020.0,-30.0,-30.0,-30.0
285610020.0,-30.0,-30.0,-30.0
285710020.0,-30.0,-30.0,-30.0
285810020.0,-30.0,-30.0,-30.0
285910020.0,-30.0,-30.0,-30.0
286010020.0,-30.0,-30.0,-30.0
286110020.0,-30.0,-30.0,-30.0
286210020.0,-30.0,-30.0,-30.0
286310020.0,-30.0,-30.0,-30.0
286410020.0,-30.0,-30.0,-30.0
286510020.0,-30.0,-30.0,-30.0
286610020.0,-30.0,-30.0,-30.0
286710020.0,-30.0,-30.0,-30.0
286810020.0,-30.0,-30.0,-30.0
286910020.0,-30.0,-30.0,-30.0
287010020.0,-30.0,-30.0,-30.0
287110020.0,-30.0,-30.0,-30.0
287210020.0,-30.0,-30.0,-30.0
287310020.0,-30.0,-30.0,-30.0
287410020.0,-30.0,-30.0,-30.0
287510020.0,-30.0,-30.0,-30.0
287610020.0,-30.0,-30.0,-30.0
287710020.0,-30.0,-30.0,-30.0
287810020.0,-30.0,-30.0,-30.0
287910020.0,-30.0,-30.0,-30.0
288010020.0,-30.0,-30.0,-30.0
288110020.0,-30.0,-30.0,-30.0
288210020.0,-30.0,-30.0,-30.0
288310020.0,-30.0,-30.0,-30.0
288410020.0,-30.0,-30.0,-30.0
288510020.0,-30.0,-30.0,-30.0
288610020.0,-30.0,-30.0,-30.0
288710020.0,-30.0,-30.0,-30.0
288810020.0,-30.0,-30.0,-30.0
288910020.0,-30.0,-30.0,-30.0
289010020.0,-30.0,-30.0,-30.0
289110020.0,-30.0,-30.0,-30.0
289210020.0,-30.0,-30.0,-30.0
289310020.0,-30.0,-30.0,-30.0
289410020.0,-30.0,-30.0,-30.0
289510020.0,-30.0,-30.0,-30.0
289610020.0,-30.0,-30.0,-30.0
289710020.0,-30.0,-30.0,-30.0
289810020.0,-30.0,-30.0,-30.0
289910020.0,-30.0,-30.0,-30.0
290010020.0,-30.0,-30.0,-30.0
290110020.0,-30.0,-30.0,-30.0
290210020.0,-30.0,-30.0,-30.0
290310020.0,-30.0,-30.0,-30.0
290410020.0,-30.0,-30.0,-30.0
290510020.0,-30.0,-30.0,-30.0
290610020.0,-30.0,-30.0,-30.0
290710020.0,-30.0,-30.0,-30.0
290810020.0,-30.0,-30.0,-30.0
290910020.0,-30.0,-30.0,-30.0
291010020.0,-30.0,-30.0,-30.0
291110020.0,-30.0,-30.0,-30.0
291210020.0,-30.0,-30.0,-30.0
291310020.0,-30.0,-30.0,-30.0
291410020.0,-30.0,-30.0,-30.0
291510020.0,-30.0,-30.0,-30.0
291610020.0,-30.0,-30.0,-30.0
291710020.0,-30.0,-30.0,-30.0
291810020.0,-30.0,-30.0,-30.0
291910020.0,-30.0,-30.0,-30.0
292010020.0,-30.0,-30.0,-30.0
292110020.0,-30.0,-30.0,-30.0
292210020.0,-30.0,-30.0,-30.0
292310020.0,-30.0,-30.0,-30.0
292410020.0,-30.0,-30.0,-30.0
292510020.0,-30.0,-30.0,-30.0
292610020.0,-30.0,-30.0,-30.0
292710020.0,-30.0,-30.0,-30.0
292810020.0,-30.0,-30.0,-30.0
292910020.0,-30.0,-30.0,-30.0
293010020.0,-30.0,-30.0,-30.0
293110020.0,-30.0,-30.0,-30.0
293210020.0,-30.0,-30.0,-30.0
293310020.0,-30.0,-30.0,-30.0
293410020.0,-30.0,-30.0,-30.0
293510020.0,-30.0,-30.0,-30.0
293610020.0,-30.0,-30.0,-30.0
293710020.0,-30.0,-30.0,-30.0
293810020.0,-30.0,-30.0,-30.0
293910020.0,-30.0,-30.0,-30.0
294010020.0,-30.0,-30.0,-30.0
294110020.0,-30.0,-30.0,-30.0
294210020.0,-30.0,-30.0,-30.0
294310020.0,-30.0,-30.0,-30.0
294410020.0,-30.0,-30.0,-30.0
294510020.0,-30.0,-30.0,-30.0
294610020.0,-30.0,-30.0,-30.0
294710020.0,-30.0,-30.0,-30.0
294810020.0,-30.0,-30.0,-30.0
294910020.0,-30.0,-30.0,-30.0
295010020.0,-30.0,-30.0,-30.0
295110020.0,-30.0,-30.0,-30.0
295210020.0,-30.0,-30.0,-30.0
295310020.0,-30.0,-30.0,-30.0
295410020.0,-30.0,-30.0,-30.0
295510020.0,-30.0,-30.0,-30.0
295610020.0,-30.0,-30.0,-30.0
295710020.0,-30.0,-30.0,-30.0
295810020.0,-30.0,-30.0,-30.0
295910020.0,-30.0,-30.0,-30.0
296010020.0,-30.0,-30.0,-30.0
296110020.0,-30.0,-30.0,-30.0
296210020.0,-30.0,-30.0,-30.0
296310020.0,-30.0,-30.0,-30.0
296410020.0,-30.0,-30.0,-30.0
296510020.0,-30.0,-30.0,-30.0
296610020.0,-30.0,-30.0,-30.0
296710020.0,-30.0,-30.0,-30.0
296810020.0,-30.0,-30.0,-30.0
296910020.0,-30.0,-30.0,-30.0
297010020.0,-30.0,-30.0,-30.0
297110020.0,-30.0,-30.0,-30.0
297210020.0,-30.0,-30.0,-30.0
297310020.0,-30.0,-30.0,-30.0
297410020.0,-30.0,-30.0,-30.0
297510020.0,-30.0,-30.0,-30.0
297610020.0,-30.0,-30.0,-30.0
297710020.0,-30.0,-30.0,-30.0
297810020.0,-30.0,-30.0,-30.0
297910020.0,-30.0,-30.0,-30.0
298010020.0,-30.0,-30.0,-30.0
298110020.0,-30.0,-30.0,-30.0
298210020.0,-30.0,-30.0,-30.0
298310020.0,-30.0,-30.0,-30.0
298410020.0,-30.0,-30.0,-30.0
298510020.0,-30.0,-30.0,-30.0
298610020.0,-30.0,-30.0,-30.0
298710020.0,-30.0,-30.0,-30.0
298810020.0,-30.0,-30.0,-30.0
298910020.0,-30.0,-30.0,-30.0
299010020.0,-30.0,-30.0,-30.0
299110020.0,-30.0,-30.0,-30.0
299210020.0,-30.0,-30.0,-30.0
299310020.0,-30.0,-30.0,-30.0
299410020.0,-30.0,-30.0,-30.0
299510020.0,-30.0,-30.0,-30.0
299610020.0,-30.0,-30.0,-30.0
299710020.0,-30.0,-30.0,-30.0
299810020.0,-30.0,-30.0,-30.0
299910020.0,-30.0,-30.0,-30.0
300010020.0,-30.0,-30.0,-30.0
300110020.0,-30.0,-30.0,-30.0
300210020.0,-30.0,-30.0,-30.0
300310020.0,-30.0,-30.0,-30.0
300410020.0,-30.0,-30.0,-30.0
300510020.0,-30.0,-30.0,-30.0
300610020.0,-30.0,-30.0,-30.0
300710020.0,-30.0,-30.0,-30.0
300810020.0,-30.0,-30.0,-30.0
300910020.0,-30.0,-30.0,-30.0
301010020.0,-30.0,-30.0,-30.0
301110020.0,-30.0,-30.0,-30.0
301210020.0,-30.0,-30.0,-30.0
301310020.0,-30.0,-30.0,-30.0
301410020.0,-30.0,-30.0,-30.0
301510020.0,-30.0,-30.0,-30.0
301610020.0,-30.0,-30.0,-30.0
301710020.0,-30.0,-30.0,-30.0
301810020.0,-30.0,-30.0,-30.0
301910020.0,-30.0,-30.0,-30.0
302010020.0,-30.0,-30.0,-30.0
302110020.0,-30.0,-30.0,-30.0
302210020.0,-30.0,-30.0,-30.0
302310020.0,-30.0,-30.0,-30.0
302410020.0,-30.0,-30.0,-30.0
302510020.0,-30.0,-30.0,-30.0
302610020.0,-30.0,-30.0,-30.0
302710020.0,-30.0,-30.0,-30.0
302810020.0,-30.0,-30.0,-30.0
302910020.0,-30.0,-30.0,-30.0
303010020.0,-30.0,-30.0,-30.0
303110020.0,-30.0,-30.0,-30.0
303210020.0,-30.0,-30.0,-30.0
303310020.0,-30.0,-30.0,-30.0
303410020.0,-30.0,-30.0,-30.0
303510020.0,-30.0,-30.0,-30.0
303610020.0,-30.0,-30.0,-30.0
303710020.0,-30.0,-30.0,-30.0
303810020.0,-30.0,-30.0,-30.0
303910020.0,-30.0,-30.0,-30.0
304010020.0,-30.0,-30.0,-30.0
304110020.0,-30.0,-30.0,-30.0
304210020.0,-30.0,-30.0,-30.0
304310020.0,-30.0,-30.0,-30.0
304410020.0,-30.0,-30.0,-30.0
304510020.0,-30.0,-30.0,-30.0
304610020.0,-30.0,-30.0,-30.0
304710020.0,-30.0,-30.0,-30.0
304810020.0,-30.0,-30.0,-30.0
304910020.0,-30.0,-30.0,-30.0
305010020.0,-30.0,-30.0,-30.0
305110020.0,-30.0,-30.0,-30.0
305210020.0,-30.0,-30.0,-30.0
305310020.0,-30.0,-30.0,-30.0
305410020.0,-30.0,-30.0,-30.0
305510020.0,-30.0,-30.0,-30.0
305610020.0,-30.0,-30.0,-30.0
305710020.0,-30.0,-30.0,-30.0
305810020.0,-30.0,-30.0,-30.0
305910020.0,-30.0,-30.0,-30.0
306010020.0,-30.0,-30.0,-30.0
306110020.0,-30.0,-30.0,-30.0
306210020.0,-30.0,-30.0,-30.0
306310020.0,-30.0,-30.0,-30.0
306410020.0,-30.0,-30.0,-30.0
306510020.0,-30.0,-30.0,-30.0
306610020.0,-30.0,-30.0,-30.0
306710020.0,-30.0,-30.0,-30.0
306810020.0,-30.0,-30.0,-30.0
306910020.0,-30.0,-30.0,-30.0
307010020.0,-30.0,-30.0,-30.0
307110020.0,-30.0,-30.0,-30.0
307210020.0,-30.0,-30.0,-30.0
307310020.0,-30.0,-30.0,-30.0
307410020.0,-30.0,-30.0,-30.0
307510020.0,-30.0,-30.0,-30.0
307610020.0,-30.0,-30.0,-30.0
307710020.0,-30.0,-30.0,-30.0
307810020.0,-30.0,-30.0,-30.0
307910020.0,-30.0,-30.0,-30.0
308010020.0,-30.0,-30.0,-30.0
308110020.0,-30.0,-30.0,-30.0
308210020.0,-30.0,-30.0,-30.0
308310020.0,-30.0,-30.0,-30.0
308410020.0,-30.0,-30.0,-30.0
308510020.0,-30.0,-30.0,-30.0
308610020.0,-30.0,-30.0,-30.0
308710020.0,-30.0,-30.0,-30.0
308810020.0,-30.0,-30.0,-30.0
308910020.0,-30.0,-30.0,-30.0
309010020.0,-30.0,-30.0,-30.0
309110020.0,-30.0,-30.0,-30.0
309210020.0,-30.0,-30.0,-30.0
309310020.0,-30.0,-30.0,-30.0
309410020.0,-30.0,-30.0,-30.0
309510020.0,-30.0,-30.0,-30.0
309610020.0,-30.0,-30.0,-30.0
309710020.0,-30.0,-30.0,-30.0
309810020.0,-30.0,-30.0,-30.0
309910020.0,-30.0,-30.0,-30.0
310010020.0,-30.0,-30.0,-30.0
310110020.0,-30.0,-30.0,-30.0
310210020.0,-30.0,-30.0,-30.0
310310020.0,-30.0,-30.0,-30.0
310410020.0,-30.0,-30.0,-30.0
310510020.0,-30.0,-30.0,-30.0
310610020.0,-30.0,-30.0,-30.0
310710020.0,-30.0,-30.0,-30.0
310810020.0,-30.0,-30.0,-30.0
310910020.0,-30.0,-30.0,-30.0
311010020.0,-30.0,-30.0,-30.0
311110020.0,-30.0,-30.0,-30.0
311210020.0,-30.0,-30.0,-30.0
311310020.0,-30.0,-30.0,-30.0
311410020.0,-30.0,-30.0,-30.0
311510020.0,-30.0,-30.0,-30.0
311610020.0,-30.0,-30.0,-30.0
311710020.0,-30.0,-30.0,-30.0
311810020.0,-30.0,-30.0,-30.0
311910020.0,-30.0,-30.0,-30.0
312010020.0,-30.0,-30.0,-30.0
312110020.0,-30.0,-30.0,-30.0
312210020.0,-30.0,-30.0,-30.0
312310020.0,-30.0,-30.0,-30.0
312410020.0,-30.0,-30.0,-30.0
312510020.0,-30.0,-30.0,-30.0
312610020.0,-30.0,-30.0,-30.0
312710020.0,-30.0,-30.0,-30.0
312810020.0,-30.0,-30.0,-30.0
312910020.0,-30.0,-30.0,-30.0
313010020.0,-30.0,-30.0,-30.0
313110020.0,-30.0,-30.0,-30.0
313210020.0,-30.0,-30.0,-30.0
313310020.0,-30.0,-30.0,-30.0
313410020.0,-30.0,-30.0,-30.0
313510020.0,-30.0,-30.0,-30.0
313610020.0,-30.0,-30.0,-30.0
313710020.0,-30.0,-30.0,-30.0
313810020.0,-30.0,-30.0,-30.0
313910020.0,-30.0,-30.0,-30.0
314010020.0,-30.0,-30.0,-30.0
314110020.0,-30.0,-30.0,-30.0
314210020.0,-30.0,-30.0,-30.0
