;;9.7 < z ≤ 13
;;from table 4 of 2311.04279
;M_UV [phi 1.0E-05 mag^{-1} Mpc^{-3}] +error -error
-20.5 1.8 1.2 0.9
-20.0 5.4 2.7 2.1
-19.5 7.6 3.9 3.0
-19.0 17.6 10.3 7.9
-18.5 26.3 18.2 13.3

