# wavelength_obs(um)  flux_med(uJy)  flux_low(uJy)  flux_high(uJy)
2.716495e+03 1.276817e+00 1.061225e+00 1.416697e+00
2.722676e+03 1.265631e+00 1.051896e+00 1.404352e+00
2.728856e+03 1.254565e+00 1.042670e+00 1.392139e+00
2.735036e+03 1.243619e+00 1.033543e+00 1.380057e+00
2.741217e+03 1.232791e+00 1.024515e+00 1.368105e+00
2.747397e+03 1.222080e+00 1.015585e+00 1.356281e+00
2.753578e+03 1.211483e+00 1.006751e+00 1.344583e+00
2.759758e+03 1.201001e+00 9.980117e-01 1.333009e+00
2.765938e+03 1.190630e+00 9.893666e-01 1.321559e+00
2.772119e+03 1.180370e+00 9.808142e-01 1.310230e+00
2.778299e+03 1.170220e+00 9.723532e-01 1.299021e+00
2.784480e+03 1.160177e+00 9.639826e-01 1.287930e+00
2.790660e+03 1.150241e+00 9.557012e-01 1.276957e+00
2.796841e+03 1.140411e+00 9.475077e-01 1.266098e+00
2.803021e+03 1.130684e+00 9.394013e-01 1.255354e+00
2.809201e+03 1.121059e+00 9.313806e-01 1.244723e+00
2.815382e+03 1.111537e+00 9.234447e-01 1.234203e+00
2.821562e+03 1.102114e+00 9.155925e-01 1.223792e+00
2.827743e+03 1.092790e+00 9.078229e-01 1.213490e+00
2.833923e+03 1.083563e+00 9.001349e-01 1.203296e+00
2.840103e+03 1.074433e+00 8.925275e-01 1.193207e+00
2.846284e+03 1.065398e+00 8.849997e-01 1.183222e+00
2.852464e+03 1.056457e+00 8.775505e-01 1.173341e+00
2.858645e+03 1.047609e+00 8.701789e-01 1.163562e+00
2.864825e+03 1.038852e+00 8.628839e-01 1.153884e+00
2.871006e+03 1.030186e+00 8.556646e-01 1.144305e+00
2.877186e+03 1.021610e+00 8.485202e-01 1.134824e+00
2.883366e+03 1.013122e+00 8.414495e-01 1.125440e+00
2.889547e+03 1.004721e+00 8.344518e-01 1.116153e+00
2.895727e+03 9.964060e-01 8.275262e-01 1.106960e+00
2.901908e+03 9.881764e-01 8.206717e-01 1.097860e+00
2.908088e+03 9.800309e-01 8.138875e-01 1.088853e+00
2.914268e+03 9.719685e-01 8.071728e-01 1.079938e+00
2.920449e+03 9.639882e-01 8.005266e-01 1.071112e+00
2.926629e+03 9.560890e-01 7.939482e-01 1.062376e+00
2.932810e+03 9.482698e-01 7.874368e-01 1.053728e+00
2.938990e+03 9.405298e-01 7.809915e-01 1.045167e+00
2.945171e+03 9.328680e-01 7.746115e-01 1.036692e+00
2.951351e+03 9.252834e-01 7.682960e-01 1.028302e+00
2.957531e+03 9.177751e-01 7.620443e-01 1.019996e+00
2.963712e+03 9.103423e-01 7.558556e-01 1.011773e+00
2.969892e+03 9.029839e-01 7.497291e-01 1.003631e+00
2.976073e+03 8.956992e-01 7.436642e-01 9.955711e-01
2.982253e+03 8.884872e-01 7.376600e-01 9.875909e-01
2.988433e+03 8.813471e-01 7.317158e-01 9.796898e-01
2.994614e+03 8.742781e-01 7.258310e-01 9.718669e-01
3.000794e+03 8.672792e-01 7.200048e-01 9.641213e-01
3.006975e+03 8.603496e-01 7.142365e-01 9.564520e-01
3.013155e+03 8.534886e-01 7.085255e-01 9.488581e-01
3.019336e+03 8.466954e-01 7.028710e-01 9.413388e-01
3.025516e+03 8.399691e-01 6.972724e-01 9.338932e-01
3.031696e+03 8.333089e-01 6.917291e-01 9.265205e-01
3.037877e+03 8.267141e-01 6.862404e-01 9.192197e-01
3.044057e+03 8.201840e-01 6.808056e-01 9.119902e-01
3.050238e+03 8.137177e-01 6.754241e-01 9.048309e-01
3.056418e+03 8.073145e-01 6.700953e-01 8.977412e-01
3.062598e+03 8.009737e-01 6.648186e-01 8.907202e-01
3.068779e+03 7.946946e-01 6.595934e-01 8.837671e-01
3.074959e+03 7.884764e-01 6.544191e-01 8.768811e-01
3.081140e+03 7.823185e-01 6.492951e-01 8.700616e-01
3.087320e+03 7.762201e-01 6.442208e-01 8.633076e-01
3.093501e+03 7.701807e-01 6.391956e-01 8.566186e-01
3.099681e+03 7.641994e-01 6.342189e-01 8.499936e-01
3.105861e+03 7.582756e-01 6.292903e-01 8.434321e-01
3.112042e+03 7.524087e-01 6.244092e-01 8.369332e-01
3.118222e+03 7.465980e-01 6.195750e-01 8.304963e-01
3.124403e+03 7.408429e-01 6.147871e-01 8.241206e-01
3.130583e+03 7.351427e-01 6.100451e-01 8.178055e-01
3.136763e+03 7.294969e-01 6.053484e-01 8.115503e-01
3.142944e+03 7.239048e-01 6.006965e-01 8.053543e-01
3.149124e+03 7.183657e-01 5.960890e-01 7.992169e-01
3.155305e+03 7.128792e-01 5.915252e-01 7.931373e-01
3.161485e+03 7.074446e-01 5.870047e-01 7.871150e-01
3.167666e+03 7.020613e-01 5.825271e-01 7.811493e-01
3.173846e+03 6.967287e-01 5.780918e-01 7.752395e-01
3.180026e+03 6.914463e-01 5.736983e-01 7.693851e-01
3.186207e+03 6.862136e-01 5.693462e-01 7.635854e-01
3.192387e+03 6.810298e-01 5.650351e-01 7.578398e-01
3.198568e+03 6.758946e-01 5.607644e-01 7.521477e-01
3.204748e+03 6.708074e-01 5.565337e-01 7.465086e-01
3.210928e+03 6.657676e-01 5.523426e-01 7.409218e-01
3.217109e+03 6.607748e-01 5.481906e-01 7.353867e-01
3.223289e+03 6.558283e-01 5.440773e-01 7.299028e-01
3.229470e+03 6.509277e-01 5.400022e-01 7.244696e-01
3.235650e+03 6.460724e-01 5.359650e-01 7.190864e-01
3.241831e+03 6.412621e-01 5.319652e-01 7.137528e-01
3.248011e+03 6.364961e-01 5.280025e-01 7.084681e-01
3.254191e+03 6.317740e-01 5.240763e-01 7.032319e-01
3.260372e+03 6.270953e-01 5.201863e-01 6.980436e-01
3.266552e+03 6.224596e-01 5.163321e-01 6.929027e-01
3.272733e+03 6.178663e-01 5.125133e-01 6.878087e-01
3.278913e+03 6.133151e-01 5.087295e-01 6.827610e-01
3.285093e+03 6.088053e-01 5.049804e-01 6.777593e-01
3.291274e+03 6.043367e-01 5.012655e-01 6.728029e-01
3.297454e+03 5.999087e-01 4.975845e-01 6.678913e-01
3.303635e+03 5.955210e-01 4.939370e-01 6.630242e-01
3.309815e+03 5.911730e-01 4.903227e-01 6.582010e-01
3.315996e+03 5.868643e-01 4.867411e-01 6.534213e-01
3.322176e+03 5.825946e-01 4.831920e-01 6.486845e-01
3.328356e+03 5.783634e-01 4.796750e-01 6.439903e-01
3.334537e+03 5.741702e-01 4.761898e-01 6.393381e-01
3.340717e+03 5.700148e-01 4.727359e-01 6.347276e-01
3.346898e+03 5.658966e-01 4.693131e-01 6.301582e-01
3.353078e+03 5.618153e-01 4.659211e-01 6.256296e-01
3.359258e+03 5.577705e-01 4.625594e-01 6.211413e-01
3.365439e+03 5.537618e-01 4.592278e-01 6.166929e-01
3.371619e+03 5.497888e-01 4.559260e-01 6.122840e-01
3.377800e+03 5.458511e-01 4.526537e-01 6.079141e-01
3.383980e+03 5.419484e-01 4.494104e-01 6.035828e-01
3.390161e+03 5.380803e-01 4.461960e-01 5.992898e-01
3.396341e+03 5.342464e-01 4.430101e-01 5.950345e-01
3.402521e+03 5.304464e-01 4.398524e-01 5.908168e-01
3.408702e+03 5.266799e-01 4.367226e-01 5.866360e-01
3.414882e+03 5.229466e-01 4.336205e-01 5.824919e-01
3.421063e+03 5.192460e-01 4.305456e-01 5.783841e-01
3.427243e+03 5.155780e-01 4.274979e-01 5.743122e-01
3.433423e+03 5.119420e-01 4.244768e-01 5.702757e-01
3.439604e+03 5.083379e-01 4.214823e-01 5.662745e-01
3.445784e+03 5.047652e-01 4.185140e-01 5.623080e-01
3.451965e+03 5.012237e-01 4.155716e-01 5.583759e-01
3.458145e+03 4.977129e-01 4.126548e-01 5.544780e-01
3.464326e+03 4.942327e-01 4.097635e-01 5.506137e-01
3.470506e+03 4.907826e-01 4.068973e-01 5.467828e-01
3.476686e+03 4.873624e-01 4.040560e-01 5.429849e-01
3.482867e+03 4.839717e-01 4.012392e-01 5.392198e-01
3.489047e+03 4.806103e-01 3.984469e-01 5.354869e-01
3.495228e+03 4.772779e-01 3.956786e-01 5.317861e-01
3.501408e+03 4.739741e-01 3.929342e-01 5.281170e-01
3.507588e+03 4.706987e-01 3.902135e-01 5.244793e-01
3.513769e+03 4.674513e-01 3.875161e-01 5.208726e-01
3.519949e+03 4.642318e-01 3.848418e-01 5.172967e-01
3.526130e+03 4.610397e-01 3.821904e-01 5.137512e-01
3.532310e+03 4.578748e-01 3.795617e-01 5.102358e-01
3.538491e+03 4.547369e-01 3.769554e-01 5.067502e-01
3.544671e+03 4.516257e-01 3.743714e-01 5.032941e-01
3.550851e+03 4.485409e-01 3.718093e-01 4.998673e-01
3.557032e+03 4.454822e-01 3.692690e-01 4.964693e-01
3.563212e+03 4.424494e-01 3.667502e-01 4.931000e-01
3.569393e+03 4.394421e-01 3.642527e-01 4.897591e-01
3.575573e+03 4.364603e-01 3.617763e-01 4.864462e-01
3.581753e+03 4.335035e-01 3.593208e-01 4.831611e-01
3.587934e+03 4.305716e-01 3.568860e-01 4.799035e-01
3.594114e+03 4.276643e-01 3.544717e-01 4.766731e-01
3.600295e+03 4.247813e-01 3.520777e-01 4.734696e-01
3.606475e+03 4.219225e-01 3.497037e-01 4.702929e-01
3.612656e+03 4.190875e-01 3.473496e-01 4.671426e-01
3.618836e+03 4.162761e-01 3.450151e-01 4.640184e-01
3.625016e+03 4.134882e-01 3.427001e-01 4.609202e-01
3.631197e+03 4.107234e-01 3.404044e-01 4.578476e-01
3.637377e+03 4.079815e-01 3.381278e-01 4.548003e-01
3.643558e+03 4.052624e-01 3.358701e-01 4.517783e-01
3.649738e+03 4.025657e-01 3.336311e-01 4.487811e-01
3.655918e+03 3.998913e-01 3.314106e-01 4.458086e-01
3.662099e+03 3.972389e-01 3.292084e-01 4.428605e-01
3.668279e+03 3.946084e-01 3.270244e-01 4.399366e-01
3.674460e+03 3.919995e-01 3.248584e-01 4.370366e-01
3.680640e+03 3.894120e-01 3.227102e-01 4.341603e-01
3.686821e+03 3.868456e-01 3.205797e-01 4.313075e-01
3.693001e+03 3.843003e-01 3.184666e-01 4.284779e-01
3.699181e+03 3.817757e-01 3.163708e-01 4.256714e-01
3.705362e+03 3.792717e-01 3.142921e-01 4.228876e-01
3.711542e+03 3.767881e-01 3.122303e-01 4.201264e-01
3.717723e+03 3.743247e-01 3.101854e-01 4.173876e-01
3.723903e+03 3.718813e-01 3.081571e-01 4.146709e-01
3.730083e+03 3.694576e-01 3.061452e-01 4.119762e-01
3.736264e+03 3.670536e-01 3.041496e-01 4.093031e-01
3.742444e+03 3.646690e-01 3.021702e-01 4.066516e-01
3.748625e+03 3.623035e-01 3.002068e-01 4.040214e-01
3.754805e+03 3.599572e-01 2.982592e-01 4.014123e-01
3.760986e+03 3.576297e-01 2.963274e-01 3.988241e-01
3.767166e+03 3.553208e-01 2.944110e-01 3.962565e-01
3.773346e+03 3.530305e-01 2.925100e-01 3.937095e-01
3.779527e+03 3.507585e-01 2.906243e-01 3.911828e-01
3.785707e+03 3.485046e-01 2.887537e-01 3.886762e-01
3.791888e+03 3.462687e-01 2.868980e-01 3.861895e-01
3.798068e+03 3.440507e-01 2.850571e-01 3.837226e-01
3.804249e+03 3.418502e-01 2.832309e-01 3.812752e-01
3.810429e+03 3.396672e-01 2.814192e-01 3.788471e-01
3.816609e+03 3.375015e-01 2.796219e-01 3.764383e-01
3.822790e+03 3.353530e-01 2.778388e-01 3.740484e-01
3.828970e+03 3.332214e-01 2.760699e-01 3.716774e-01
3.835151e+03 3.311067e-01 2.743149e-01 3.693250e-01
3.841331e+03 3.290086e-01 2.725738e-01 3.669911e-01
3.847511e+03 3.269270e-01 2.708465e-01 3.646754e-01
3.853692e+03 3.248618e-01 2.691327e-01 3.623779e-01
3.859872e+03 3.228127e-01 2.674324e-01 3.600984e-01
3.866053e+03 3.207797e-01 2.657454e-01 3.578367e-01
3.872233e+03 3.187626e-01 2.640716e-01 3.555925e-01
3.878414e+03 3.167612e-01 2.624109e-01 3.533659e-01
3.884594e+03 3.147755e-01 2.607632e-01 3.511565e-01
3.890774e+03 3.128052e-01 2.591284e-01 3.489643e-01
3.896955e+03 3.108502e-01 2.575062e-01 3.467890e-01
3.903135e+03 3.089103e-01 2.558967e-01 3.446306e-01
3.909316e+03 3.069855e-01 2.542997e-01 3.424888e-01
3.915496e+03 3.050756e-01 2.527150e-01 3.403636e-01
3.921676e+03 3.031804e-01 2.511427e-01 3.382547e-01
3.927857e+03 3.012999e-01 2.495824e-01 3.361621e-01
3.934037e+03 2.994338e-01 2.480342e-01 3.340855e-01
3.940218e+03 2.975821e-01 2.464980e-01 3.320248e-01
3.946398e+03 2.957446e-01 2.449735e-01 3.299799e-01
3.952579e+03 2.939212e-01 2.434608e-01 3.279506e-01
3.958759e+03 2.921117e-01 2.419596e-01 3.259368e-01
3.964939e+03 2.903161e-01 2.404700e-01 3.239383e-01
3.971120e+03 2.885342e-01 2.389917e-01 3.219551e-01
3.977300e+03 2.867659e-01 2.375247e-01 3.199869e-01
3.983481e+03 2.850110e-01 2.360690e-01 3.180337e-01
3.989661e+03 2.832694e-01 2.346243e-01 3.160952e-01
3.995841e+03 2.815411e-01 2.331905e-01 3.141714e-01
4.002022e+03 2.798258e-01 2.317677e-01 3.122622e-01
4.008202e+03 2.781236e-01 2.303556e-01 3.103673e-01
4.014383e+03 2.764342e-01 2.289543e-01 3.084867e-01
4.020563e+03 2.747575e-01 2.275635e-01 3.066203e-01
4.026744e+03 2.730935e-01 2.261832e-01 3.047679e-01
4.032924e+03 2.714419e-01 2.248133e-01 3.029293e-01
4.039104e+03 2.698028e-01 2.234537e-01 3.011046e-01
4.045285e+03 2.681760e-01 2.221044e-01 2.992934e-01
4.051465e+03 2.665613e-01 2.207651e-01 2.974958e-01
4.057646e+03 2.649588e-01 2.194359e-01 2.957116e-01
4.063826e+03 2.633682e-01 2.181166e-01 2.939407e-01
4.070006e+03 2.617894e-01 2.168072e-01 2.921829e-01
4.076187e+03 2.602224e-01 2.155075e-01 2.904382e-01
4.082367e+03 2.586671e-01 2.142176e-01 2.887064e-01
4.088548e+03 2.571233e-01 2.129372e-01 2.869875e-01
4.094728e+03 2.555909e-01 2.116663e-01 2.852812e-01
4.100909e+03 2.540699e-01 2.104049e-01 2.835875e-01
4.107089e+03 2.525601e-01 2.091527e-01 2.819064e-01
4.113269e+03 2.510615e-01 2.079099e-01 2.802375e-01
4.119450e+03 2.495739e-01 2.066762e-01 2.785810e-01
4.125630e+03 2.480972e-01 2.054516e-01 2.769366e-01
4.131811e+03 2.466314e-01 2.042360e-01 2.753042e-01
4.137991e+03 2.451764e-01 2.030294e-01 2.736838e-01
4.144171e+03 2.437320e-01 2.018316e-01 2.720753e-01
4.150352e+03 2.422982e-01 2.006426e-01 2.704785e-01
4.156532e+03 2.408749e-01 1.994623e-01 2.688933e-01
4.162713e+03 2.394619e-01 1.982906e-01 2.673196e-01
4.168893e+03 2.380593e-01 1.971275e-01 2.657574e-01
4.175074e+03 2.366668e-01 1.959729e-01 2.642065e-01
4.181254e+03 2.352845e-01 1.948266e-01 2.626669e-01
4.187434e+03 2.339122e-01 1.936887e-01 2.611384e-01
4.193615e+03 2.325499e-01 1.925591e-01 2.596209e-01
4.199795e+03 2.311974e-01 1.914376e-01 2.581144e-01
4.205976e+03 2.298546e-01 1.903243e-01 2.566187e-01
4.212156e+03 2.285216e-01 1.892189e-01 2.551338e-01
4.218336e+03 2.271981e-01 1.881216e-01 2.536596e-01
4.224517e+03 2.258842e-01 1.870322e-01 2.521959e-01
4.230697e+03 2.245797e-01 1.859506e-01 2.507427e-01
4.236878e+03 2.232846e-01 1.848768e-01 2.493000e-01
4.243058e+03 2.219988e-01 1.838107e-01 2.478675e-01
4.249239e+03 2.207221e-01 1.827522e-01 2.464452e-01
4.255419e+03 2.194546e-01 1.817013e-01 2.450331e-01
4.261599e+03 2.181961e-01 1.806580e-01 2.436311e-01
4.267780e+03 2.169466e-01 1.796220e-01 2.422390e-01
4.273960e+03 2.157060e-01 1.785935e-01 2.408567e-01
4.280141e+03 2.144742e-01 1.775722e-01 2.394843e-01
4.286321e+03 2.132511e-01 1.765582e-01 2.381216e-01
4.292501e+03 2.120367e-01 1.755515e-01 2.367685e-01
4.298682e+03 2.108309e-01 1.745518e-01 2.354250e-01
4.304862e+03 2.096336e-01 1.735592e-01 2.340909e-01
4.311043e+03 2.084447e-01 1.725737e-01 2.327662e-01
4.317223e+03 2.072643e-01 1.715951e-01 2.314508e-01
4.323404e+03 2.060921e-01 1.706234e-01 2.301447e-01
4.329584e+03 2.049282e-01 1.696585e-01 2.288477e-01
4.335764e+03 2.037724e-01 1.687004e-01 2.275598e-01
4.341945e+03 2.026248e-01 1.677490e-01 2.262808e-01
4.348125e+03 2.014851e-01 1.668043e-01 2.250109e-01
4.354306e+03 2.003535e-01 1.658662e-01 2.237497e-01
4.360486e+03 1.992297e-01 1.649347e-01 2.224974e-01
4.366666e+03 1.981138e-01 1.640097e-01 2.212537e-01
4.372847e+03 1.970056e-01 1.630911e-01 2.200187e-01
4.379027e+03 1.959051e-01 1.621789e-01 2.187923e-01
4.385208e+03 1.948123e-01 1.612731e-01 2.175743e-01
4.391388e+03 1.937270e-01 1.603735e-01 2.163648e-01
4.397569e+03 1.926493e-01 1.594802e-01 2.151636e-01
4.403749e+03 1.915790e-01 1.585931e-01 2.139707e-01
4.409929e+03 1.905161e-01 1.577121e-01 2.127860e-01
4.416110e+03 1.894605e-01 1.568372e-01 2.116094e-01
4.422290e+03 1.884122e-01 1.559683e-01 2.104410e-01
4.428471e+03 1.873711e-01 1.551054e-01 2.092805e-01
4.434651e+03 1.863372e-01 1.542484e-01 2.081280e-01
4.440831e+03 1.853103e-01 1.533973e-01 2.069834e-01
4.447012e+03 1.842905e-01 1.525521e-01 2.058466e-01
4.453192e+03 1.832776e-01 1.517126e-01 2.047176e-01
4.459373e+03 1.822717e-01 1.508789e-01 2.035962e-01
4.465553e+03 1.812726e-01 1.500509e-01 2.024825e-01
4.471734e+03 1.802803e-01 1.492285e-01 2.013763e-01
4.477914e+03 1.792948e-01 1.484118e-01 2.002777e-01
4.484094e+03 1.783160e-01 1.476006e-01 1.991865e-01
4.490275e+03 1.773438e-01 1.467949e-01 1.981027e-01
4.496455e+03 1.763782e-01 1.459946e-01 1.970262e-01
4.502636e+03 1.754192e-01 1.451998e-01 1.959570e-01
4.508816e+03 1.744666e-01 1.444104e-01 1.948950e-01
4.514996e+03 1.735204e-01 1.436263e-01 1.938401e-01
4.521177e+03 1.725806e-01 1.428475e-01 1.927923e-01
4.527357e+03 1.716472e-01 1.420740e-01 1.917516e-01
4.533538e+03 1.707200e-01 1.413056e-01 1.907179e-01
4.539718e+03 1.697991e-01 1.405424e-01 1.896910e-01
4.545899e+03 1.688843e-01 1.397844e-01 1.886711e-01
4.552079e+03 1.679757e-01 1.390314e-01 1.876579e-01
4.558259e+03 1.670731e-01 1.382835e-01 1.866515e-01
4.564440e+03 1.661765e-01 1.375406e-01 1.856519e-01
4.570620e+03 1.652860e-01 1.368026e-01 1.846588e-01
4.576801e+03 1.644013e-01 1.360696e-01 1.836724e-01
4.582981e+03 1.635226e-01 1.353414e-01 1.826925e-01
4.589161e+03 1.626497e-01 1.346181e-01 1.817191e-01
4.595342e+03 1.617826e-01 1.338996e-01 1.807522e-01
4.601522e+03 1.609212e-01 1.331859e-01 1.797916e-01
4.607703e+03 1.600655e-01 1.324768e-01 1.788374e-01
4.613883e+03 1.592155e-01 1.317725e-01 1.778895e-01
4.620064e+03 1.583711e-01 1.310729e-01 1.769478e-01
4.626244e+03 1.575323e-01 1.303778e-01 1.760124e-01
4.632424e+03 1.566990e-01 1.296874e-01 1.750830e-01
4.638605e+03 1.558711e-01 1.290015e-01 1.741598e-01
4.644785e+03 1.550487e-01 1.283201e-01 1.732426e-01
4.650966e+03 1.542317e-01 1.276431e-01 1.723314e-01
4.657146e+03 1.534201e-01 1.269706e-01 1.714262e-01
4.663326e+03 1.526137e-01 1.263026e-01 1.705269e-01
4.669507e+03 1.518126e-01 1.256388e-01 1.696334e-01
4.675687e+03 1.510168e-01 1.249795e-01 1.687458e-01
4.681868e+03 1.502261e-01 1.243244e-01 1.678639e-01
4.688048e+03 1.494406e-01 1.236736e-01 1.669878e-01
4.694229e+03 1.486602e-01 1.230270e-01 1.661173e-01
4.700409e+03 1.478849e-01 1.223847e-01 1.652525e-01
4.706589e+03 1.471145e-01 1.217465e-01 1.643933e-01
4.712770e+03 1.463492e-01 1.211124e-01 1.635396e-01
4.718950e+03 1.455888e-01 1.204825e-01 1.626914e-01
4.725131e+03 1.448334e-01 1.198566e-01 1.618487e-01
4.731311e+03 1.440828e-01 1.192348e-01 1.610114e-01
4.737491e+03 1.433370e-01 1.186170e-01 1.601796e-01
4.743672e+03 1.425961e-01 1.180031e-01 1.593530e-01
4.749852e+03 1.418599e-01 1.173932e-01 1.585318e-01
4.756033e+03 1.411284e-01 1.167873e-01 1.577158e-01
4.762213e+03 1.404016e-01 1.161852e-01 1.569050e-01
4.768394e+03 1.396795e-01 1.155870e-01 1.560994e-01
4.774574e+03 1.389620e-01 1.149926e-01 1.552990e-01
4.780754e+03 1.382491e-01 1.144020e-01 1.545036e-01
4.786935e+03 1.375407e-01 1.138152e-01 1.537133e-01
4.793115e+03 1.368368e-01 1.132321e-01 1.529281e-01
4.799296e+03 1.361374e-01 1.126527e-01 1.521478e-01
4.805476e+03 1.354425e-01 1.120771e-01 1.513725e-01
4.811656e+03 1.347519e-01 1.115051e-01 1.506021e-01
4.817837e+03 1.340658e-01 1.109367e-01 1.498365e-01
4.824017e+03 1.333840e-01 1.103719e-01 1.490758e-01
4.830198e+03 1.327065e-01 1.098107e-01 1.483199e-01
4.836378e+03 1.320333e-01 1.092530e-01 1.475688e-01
4.842559e+03 1.313643e-01 1.086989e-01 1.468224e-01
4.848739e+03 1.306995e-01 1.081483e-01 1.460806e-01
4.854919e+03 1.300389e-01 1.076011e-01 1.453436e-01
4.861100e+03 1.293825e-01 1.070574e-01 1.446111e-01
4.867280e+03 1.287302e-01 1.065171e-01 1.438833e-01
4.873461e+03 1.280820e-01 1.059802e-01 1.431600e-01
4.879641e+03 1.274378e-01 1.054466e-01 1.424412e-01
4.885821e+03 1.267977e-01 1.049164e-01 1.417269e-01
4.892002e+03 1.261616e-01 1.043895e-01 1.410171e-01
4.898182e+03 1.255294e-01 1.038659e-01 1.403117e-01
4.904363e+03 1.249012e-01 1.033456e-01 1.396106e-01
4.910543e+03 1.242769e-01 1.028285e-01 1.389139e-01
4.916724e+03 1.236564e-01 1.023146e-01 1.382216e-01
4.922904e+03 1.230398e-01 1.018039e-01 1.375335e-01
4.929084e+03 1.224271e-01 1.012964e-01 1.368497e-01
4.935265e+03 1.218181e-01 1.007920e-01 1.361701e-01
4.941445e+03 1.212129e-01 1.002908e-01 1.354947e-01
4.947626e+03 1.206115e-01 9.979267e-02 1.348235e-01
4.953806e+03 1.200137e-01 9.929760e-02 1.341564e-01
4.959986e+03 1.194197e-01 9.880560e-02 1.334934e-01
4.966167e+03 1.188292e-01 9.831662e-02 1.328345e-01
4.972347e+03 1.182425e-01 9.783065e-02 1.321796e-01
4.978528e+03 1.176593e-01 9.734768e-02 1.315288e-01
4.984708e+03 1.170797e-01 9.686766e-02 1.308819e-01
4.990889e+03 1.165037e-01 9.639060e-02 1.302390e-01
4.997069e+03 1.159311e-01 9.591645e-02 1.296000e-01
5.003249e+03 1.153621e-01 9.544521e-02 1.289649e-01
5.009430e+03 1.147966e-01 9.497684e-02 1.283337e-01
5.015610e+03 1.142345e-01 9.451133e-02 1.277063e-01
5.021791e+03 1.136758e-01 9.404867e-02 1.270827e-01
5.027971e+03 1.131205e-01 9.358882e-02 1.264629e-01
5.034151e+03 1.125686e-01 9.313176e-02 1.258469e-01
5.040332e+03 1.120200e-01 9.267749e-02 1.252346e-01
5.046512e+03 1.114748e-01 9.222597e-02 1.246260e-01
5.052693e+03 1.109329e-01 9.177718e-02 1.240211e-01
5.058873e+03 1.103942e-01 9.133112e-02 1.234198e-01
5.065054e+03 1.098588e-01 9.088774e-02 1.228222e-01
5.071234e+03 1.093266e-01 9.044705e-02 1.222282e-01
5.077414e+03 1.087977e-01 9.000902e-02 1.216377e-01
5.083595e+03 1.082719e-01 8.957362e-02 1.210508e-01
5.089775e+03 1.077493e-01 8.914085e-02 1.204674e-01
5.095956e+03 1.072298e-01 8.871067e-02 1.198875e-01
5.102136e+03 1.067134e-01 8.828308e-02 1.193110e-01
5.108316e+03 1.062001e-01 8.785805e-02 1.187380e-01
5.114497e+03 1.056899e-01 8.743557e-02 1.181685e-01
5.120677e+03 1.051828e-01 8.701561e-02 1.176023e-01
5.126858e+03 1.046786e-01 8.659817e-02 1.170395e-01
5.133038e+03 1.041775e-01 8.618321e-02 1.164800e-01
5.139219e+03 1.036794e-01 8.577073e-02 1.159239e-01
5.145399e+03 1.031842e-01 8.536071e-02 1.153711e-01
5.151579e+03 1.026920e-01 8.495312e-02 1.148216e-01
5.157760e+03 1.022026e-01 8.454796e-02 1.142753e-01
5.163940e+03 1.017162e-01 8.414519e-02 1.137322e-01
5.170121e+03 1.012327e-01 8.374482e-02 1.131924e-01
5.176301e+03 1.007520e-01 8.334682e-02 1.126557e-01
5.182481e+03 1.002742e-01 8.295117e-02 1.121222e-01
5.188662e+03 9.979916e-02 8.255785e-02 1.115919e-01
5.194842e+03 9.932694e-02 8.216686e-02 1.110646e-01
5.201023e+03 9.885750e-02 8.177817e-02 1.105405e-01
5.207203e+03 9.839082e-02 8.139177e-02 1.100194e-01
5.213384e+03 9.792688e-02 8.100763e-02 1.095014e-01
5.219564e+03 9.746566e-02 8.062576e-02 1.089864e-01
5.225744e+03 9.700714e-02 8.024612e-02 1.084745e-01
5.231925e+03 9.655130e-02 7.986871e-02 1.079655e-01
5.238105e+03 9.609814e-02 7.949351e-02 1.074595e-01
5.244286e+03 9.564761e-02 7.912050e-02 1.069564e-01
5.250466e+03 9.519972e-02 7.874967e-02 1.064563e-01
5.256646e+03 9.475443e-02 7.838100e-02 1.059591e-01
5.262827e+03 9.431173e-02 7.801447e-02 1.054648e-01
5.269007e+03 9.387161e-02 7.765008e-02 1.049733e-01
5.275188e+03 9.343404e-02 7.728781e-02 1.044847e-01
5.281368e+03 9.299901e-02 7.692764e-02 1.039989e-01
5.287549e+03 9.256650e-02 7.656956e-02 1.035159e-01
5.293729e+03 9.213649e-02 7.621355e-02 1.030358e-01
5.299909e+03 9.170897e-02 7.585961e-02 1.025583e-01
5.306090e+03 9.128391e-02 7.550770e-02 1.020837e-01
5.312270e+03 9.086131e-02 7.515783e-02 1.016117e-01
5.318451e+03 9.044114e-02 7.480998e-02 1.011425e-01
5.324631e+03 9.002338e-02 7.446413e-02 1.006760e-01
5.330811e+03 8.960803e-02 7.412027e-02 1.002122e-01
5.336992e+03 8.919506e-02 7.377838e-02 9.975097e-02
5.343172e+03 8.878446e-02 7.343846e-02 9.929242e-02
5.349353e+03 8.837621e-02 7.310048e-02 9.883649e-02
5.355533e+03 8.797029e-02 7.276445e-02 9.838316e-02
5.361714e+03 8.756670e-02 7.243033e-02 9.793243e-02
5.367894e+03 8.716541e-02 7.209812e-02 9.748426e-02
5.374074e+03 8.676641e-02 7.176781e-02 9.703864e-02
5.380255e+03 8.636968e-02 7.143938e-02 9.659555e-02
5.386435e+03 8.597520e-02 7.111282e-02 9.615498e-02
5.392616e+03 8.558297e-02 7.078812e-02 9.571691e-02
5.398796e+03 8.519296e-02 7.046527e-02 9.528133e-02
5.404976e+03 8.480517e-02 7.014424e-02 9.484820e-02
