# V, U, I, B, M_V
-5.169002508605674961e+01 -5.275350288469923754e+01 -5.138126404324750496e+01 -5.239482601066364964e+01 -1.513802508605675001e+01
-5.181053060641639263e+01 -5.287393595806948099e+01 -5.149468031680705593e+01 -5.252066944210530153e+01 -1.525853060641639303e+01
-5.198215112711712038e+01 -5.303849362900460562e+01 -5.161792158033353672e+01 -5.272432192253447170e+01 -1.543015112711712078e+01
-5.289397402181074881e+01 -5.365880971868180893e+01 -5.219776038471900392e+01 -5.376063823082116500e+01 -1.634197402181074921e+01
-5.192301597441711181e+01 -5.260205385593415883e+01 -5.121621856861627009e+01 -5.278432936125742003e+01 -1.537101597441711220e+01
-5.169796634678679936e+01 -5.206495445654209675e+01 -5.100700779495301163e+01 -5.252308779824136309e+01 -1.514596634678679976e+01
-5.139977255026028047e+01 -5.149151217335312225e+01 -5.087051348286831143e+01 -5.211790734778637102e+01 -1.484777255026028087e+01
-5.031106080606477349e+01 -5.062626698306425510e+01 -4.987298402184918444e+01 -5.105224107293811642e+01 -1.375906080606477389e+01
-5.033936773356739991e+01 -5.046553010440515408e+01 -5.006643402218632843e+01 -5.099572774510581041e+01 -1.378736773356740031e+01
-4.964685164338406054e+01 -4.993675865933334279e+01 -4.927858358355655355e+01 -5.038169814291780568e+01 -1.309485164338406094e+01
-4.965491166767809261e+01 -4.984072345109449031e+01 -4.931319303020073619e+01 -5.036060263019042083e+01 -1.310291166767809301e+01
-4.960335686745484196e+01 -4.969681865996389547e+01 -4.933374850037471049e+01 -5.027842610779575949e+01 -1.305135686745484236e+01
-4.933013325964635953e+01 -4.929424882474005187e+01 -4.921979628453557609e+01 -4.995890178991728447e+01 -1.277813325964635993e+01
-4.912912034329216482e+01 -4.905522802571476859e+01 -4.885683268651000333e+01 -4.980411819329418677e+01 -1.257712034329216522e+01
-4.911836060953355343e+01 -4.875143202634844641e+01 -4.899893990708208236e+01 -4.959732127679516367e+01 -1.256636060953355383e+01
-4.884062539292074234e+01 -4.823453622360847959e+01 -4.907378393165032548e+01 -4.898412195309352057e+01 -1.228862539292074274e+01
-4.836287981411353343e+01 -4.782292120111924305e+01 -4.886863303250828494e+01 -4.842708632484988840e+01 -1.181087981411353383e+01
-4.795039647294282048e+01 -4.779049835490879161e+01 -4.840325360143026501e+01 -4.827698938807253626e+01 -1.139839647294282088e+01
-4.767489518397023573e+01 -4.766820919256736033e+01 -4.800854469692956883e+01 -4.807131921928046836e+01 -1.112289518397023613e+01
-4.769630804424889448e+01 -4.766238019904722023e+01 -4.809350674311491503e+01 -4.808678009253124230e+01 -1.114430804424889487e+01
-4.767044420237630931e+01 -4.756982169245218728e+01 -4.806485446700845898e+01 -4.802501652956092926e+01 -1.111844420237630970e+01
-4.762286262990789965e+01 -4.751882060010592568e+01 -4.799954610950987899e+01 -4.797256568259935960e+01 -1.107086262990790004e+01
-4.762140256991608567e+01 -4.745299269851123825e+01 -4.799322053841081015e+01 -4.794889967280892051e+01 -1.106940256991608607e+01
-4.754843597427633739e+01 -4.736542381625201870e+01 -4.793579470548487365e+01 -4.785900101979937205e+01 -1.099643597427633779e+01
-4.755500249275016955e+01 -4.725898257609444642e+01 -4.804004279799755750e+01 -4.779674226395029280e+01 -1.100300249275016995e+01
-4.747191411485515999e+01 -4.718313479889364714e+01 -4.797189111410084905e+01 -4.771794312009777883e+01 -1.091991411485516039e+01
-4.744776603274559790e+01 -4.708701559378631885e+01 -4.792867089508896328e+01 -4.767810494706994007e+01 -1.089576603274559830e+01
-4.728958123408246905e+01 -4.702512426899920683e+01 -4.775487977612560542e+01 -4.756586822386026370e+01 -1.073758123408246945e+01
-4.721815001771044962e+01 -4.696851684278682626e+01 -4.771229605931793571e+01 -4.750675428885097062e+01 -1.066615001771045002e+01
-4.708604473725855399e+01 -4.692577229664004079e+01 -4.746985834916615943e+01 -4.744392622945768778e+01 -1.053404473725855439e+01
-4.693678747802201912e+01 -4.688887714556062747e+01 -4.717054934800881938e+01 -4.737969984521811284e+01 -1.038478747802201951e+01
-4.698977007897415348e+01 -4.691790615072333992e+01 -4.717744723542835317e+01 -4.744976947869784567e+01 -1.043777007897415388e+01
-4.698958418120096070e+01 -4.685757334013693765e+01 -4.730357156429214882e+01 -4.738049648293157645e+01 -1.043758418120096110e+01
-4.694138529660669690e+01 -4.679975630216191718e+01 -4.715297723070533920e+01 -4.733549898450263527e+01 -1.038938529660669730e+01
-4.696228371567180915e+01 -4.674995364060025338e+01 -4.723488550039148492e+01 -4.731206608454801454e+01 -1.041028371567180955e+01
-4.702284530617266967e+01 -4.672642307839130638e+01 -4.734575075934812816e+01 -4.733017330972142389e+01 -1.047084530617267006e+01
-4.699017859143893361e+01 -4.673929266471076005e+01 -4.716718540339261523e+01 -4.736211049044236887e+01 -1.043817859143893401e+01
-4.699058459436835022e+01 -4.668977049843172011e+01 -4.720853227504810690e+01 -4.731344363366616079e+01 -1.043858459436835062e+01
-4.699887344545434331e+01 -4.664637003274616234e+01 -4.731411348426235719e+01 -4.729343260115560099e+01 -1.044687344545434371e+01
-4.698823764842805417e+01 -4.663006388266882851e+01 -4.718734847086779638e+01 -4.729993499462760553e+01 -1.043623764842805457e+01
-4.698986568629374005e+01 -4.655309916222470434e+01 -4.724047576873758914e+01 -4.725066960552321405e+01 -1.043786568629374045e+01
-4.703421705723367552e+01 -4.658065899131298693e+01 -4.729551361956916367e+01 -4.731756393744738887e+01 -1.048221705723367592e+01
-4.713220619258492405e+01 -4.679533751840920530e+01 -4.722099263978427075e+01 -4.751595109293034369e+01 -1.058020619258492445e+01
-4.718016006569256859e+01 -4.622776343531831600e+01 -4.757427851212331404e+01 -4.720590904253569420e+01 -1.062816006569256899e+01
-4.710579811962249153e+01 -4.625148037304570181e+01 -4.749144755168931198e+01 -4.720071181001592464e+01 -1.055379811962249192e+01
-4.700222742550952404e+01 -4.629012410309538694e+01 -4.725454092708541509e+01 -4.719551660442367336e+01 -1.045022742550952444e+01
-4.694386090838222003e+01 -4.627439050812837706e+01 -4.715761102455922327e+01 -4.717128627935181129e+01 -1.039186090838222043e+01
-4.736624382681371515e+01 -4.684102747673426848e+01 -4.717036458605147686e+01 -4.783606501484904072e+01 -1.081424382681371554e+01
-4.718199729313593593e+01 -4.670713837240565880e+01 -4.696940105322659065e+01 -4.762060997091673187e+01 -1.062999729313593633e+01
-4.548385967919551831e+01 -4.594294955828873128e+01 -4.463894697299490844e+01 -4.636634352139701321e+01 -8.931859679195518709e+00
-4.549300372416698224e+01 -4.595299776496253941e+01 -4.464783256291912039e+01 -4.637572900659442610e+01 -8.941003724166982636e+00
-4.550385075820007330e+01 -4.596454321680448629e+01 -4.465844977708425034e+01 -4.638677236097392864e+01 -8.951850758200073699e+00
-4.551274404547029917e+01 -4.597430182977597468e+01 -4.466709549535823953e+01 -4.639589687000806606e+01 -8.960744045470299568e+00
-4.558561808673194093e+01 -4.603030682470814838e+01 -4.474340789288115161e+01 -4.646591869001652952e+01 -9.033618086731941332e+00
-4.559530984003684750e+01 -4.604051336510301695e+01 -4.475293719553981475e+01 -4.647575803666952510e+01 -9.043309840036847902e+00
-4.560785535665004176e+01 -4.605380799060686314e+01 -4.476523945531717175e+01 -4.648851825481797562e+01 -9.055855356650042154e+00
-4.561991264526994172e+01 -4.606676665861088082e+01 -4.477704374560075706e+01 -4.650082220559745849e+01 -9.067912645269942118e+00
-4.563219649570854131e+01 -4.607701411572750771e+01 -4.478976917157312698e+01 -4.651264595562487614e+01 -9.080196495708541704e+00
-4.564538583741768463e+01 -4.609100472413631167e+01 -4.480270194207678003e+01 -4.652606312830784674e+01 -9.093385837417685025e+00
-4.572733164557119778e+01 -4.615039405000159434e+01 -4.488960176925005641e+01 -4.660389344801831868e+01 -9.175331645571198180e+00
